,TrisCalDate,(Intercept),TTris,tank,date,researcher,start_time,end_time,mV,TempInSitu,Salinity_lab,expected_pH,expected_temp,Sampling_Date,mVTris,pH
419,4/11/2024,-107.2490168,1.591391034,5,20240412,TD,11:30,12:00,-33.7,20.046,30,7.5,20,4/12/2024,-75.34799215,7.523490192
420,4/11/2024,-107.2490168,1.591391034,6,20240412,TD,11:30,12:00,-20,16.058,30,7.3,16,4/12/2024,-81.69445959,7.292604282
421,4/11/2024,-107.2490168,1.591391034,7,20240412,TD,11:30,12:00,-39.1,16.268,30,7.6,16,4/12/2024,-81.36026747,7.624969218
422,4/11/2024,-107.2490168,1.591391034,8,20240412,TD,11:30,12:00,-28.2,16.349,30,7.4,16,4/12/2024,-81.2313648,7.435032488
423,4/11/2024,-107.2490168,1.591391034,9,20240412,TD,11:30,12:00,-41.8,20.434,30,7.7,20,4/12/2024,-74.73053243,7.661754461
424,4/11/2024,-107.2490168,1.591391034,10,20240412,TD,11:30,12:00,-28.9,16.197,30,7.5,16,4/12/2024,-81.47325624,7.447468502
425,4/11/2024,-107.2490168,1.591391034,11,20240412,TD,11:30,12:00,-38.6,20.025,30,7.6,20,4/12/2024,-75.38141136,7.60776506
426,4/11/2024,-107.2490168,1.591391034,12,20240412,TD,11:30,12:00,-15.2,16.077,30,7.2,16,4/12/2024,-81.66422316,7.208943421
427,4/11/2024,-107.2490168,1.591391034,13,20240412,TD,11:30,12:00,-55.2,20.096,30,8,20,4/12/2024,-75.2684226,7.892891912
428,4/11/2024,-107.2490168,1.591391034,14,20240412,TD,11:30,12:00,-53.2,16.396,30,7.8,16,4/12/2024,-81.15656942,7.870101476
429,4/11/2024,-107.2490168,1.591391034,15,20240412,TD,11:30,12:00,-56.3,16.12,30,7.9,16,4/12/2024,-81.59579335,7.92496828
430,4/11/2024,-107.2490168,1.591391034,17,20240412,TD,11:30,12:00,-54.5,19.878,30,7.8,20,4/12/2024,-75.61534584,7.881566259
431,4/11/2024,-107.2490168,1.591391034,18,20240412,TD,11:30,12:00,-53,16.254,30,8,16,4/12/2024,-81.38254695,7.867059831
432,4/11/2024,-107.2490168,1.591391034,19,20240412,TD,11:30,12:00,-55.6,20.117,30,7.9,20,4/12/2024,-75.23500338,7.8996971
451,4/11/2024,-107.2490168,1.591391034,1,20240413,TD,12:20,12:50,-14.8,19.82,30,7.2,20,4/13/2024,-75.70764652,7.19882026
452,4/11/2024,-107.2490168,1.591391034,2,20240413,TD,12:20,12:50,-27.1,19.969,30,7.4,20,4/13/2024,-75.47052926,7.410167386
453,4/11/2024,-107.2490168,1.591391034,3,20240413,TD,12:20,12:50,-41.9,15.925,30,7.7,16,4/13/2024,-81.9061146,7.674558547
454,4/11/2024,-107.2490168,1.591391034,4,20240413,TD,12:20,12:50,-21.2,20.148,30,7.3,20,4/13/2024,-75.18567026,7.308495716
455,4/11/2024,-107.2490168,1.591391034,5,20240413,TD,12:20,12:50,-34,20.109,30,7.5,20,4/13/2024,-75.24773451,7.528518881
456,4/11/2024,-107.2490168,1.591391034,6,20240413,TD,12:20,12:50,-19.5,15.98,30,7.3,16,4/13/2024,-81.81858809,7.283974949
457,4/11/2024,-107.2490168,1.591391034,7,20240413,TD,12:20,12:50,-40.1,16.08,30,7.6,16,4/13/2024,-81.65944899,7.642818314
458,4/11/2024,-107.2490168,1.591391034,8,20240413,TD,12:20,12:50,-25.1,16.059,30,7.4,16,4/13/2024,-81.6928682,7.381476073
459,4/11/2024,-107.2490168,1.591391034,9,20240413,TD,12:20,12:50,-42.1,20.661,30,7.7,20,4/13/2024,-74.36928666,7.666332821
460,4/11/2024,-107.2490168,1.591391034,10,20240413,TD,12:20,12:50,-30.3,16.128,30,7.5,16,4/13/2024,-81.58306222,7.471972504
461,4/11/2024,-107.2490168,1.591391034,11,20240413,TD,12:20,12:50,-38.1,19.975,30,7.6,20,4/13/2024,-75.46098091,7.59928344
462,4/11/2024,-107.2490168,1.591391034,12,20240413,TD,12:20,12:50,-15.9,15.977,30,7.2,16,4/13/2024,-81.82336226,7.221226565
463,4/11/2024,-107.2490168,1.591391034,13,20240413,TD,12:20,12:50,-54.9,20.1,30,8,20,4/13/2024,-75.26205703,7.887723033
464,4/11/2024,-107.2490168,1.591391034,14,20240413,TD,12:20,12:50,-52.9,16.293,30,7.8,16,4/13/2024,-81.3204827,7.865197941
465,4/11/2024,-107.2490168,1.591391034,15,20240413,TD,12:20,12:50,-54.6,16.021,30,7.9,16,4/13/2024,-81.75334106,7.89566597
466,4/11/2024,-107.2490168,1.591391034,17,20240413,TD,12:20,12:50,-53.7,19.98,30,7.8,20,4/13/2024,-75.45302396,7.867482288
467,4/11/2024,-107.2490168,1.591391034,18,20240413,TD,12:20,12:50,-54.5,16.101,30,8,16,4/13/2024,-81.62602978,7.893668478
468,4/11/2024,-107.2490168,1.591391034,19,20240413,TD,12:20,12:50,-54,20.2,30,7.9,20,4/13/2024,-75.10291793,7.871935109
469,4/11/2024,-107.2490168,1.591391034,1,20240414,TD,14:00,14:40,-17.3,19.796,30,7.2,20,4/14/2024,-75.74583991,7.241851215
470,4/11/2024,-107.2490168,1.591391034,2,20240414,TD,14:00,14:40,-28.8,19.955,30,7.4,20,4/14/2024,-75.49280873,7.439420659
471,4/11/2024,-107.2490168,1.591391034,3,20240414,TD,14:00,14:40,-41.7,15.982,30,7.7,16,4/14/2024,-81.81540531,7.670934318
472,4/11/2024,-107.2490168,1.591391034,4,20240414,TD,14:00,14:40,-21.7,20.117,30,7.3,20,4/14/2024,-75.23500338,7.317127978
473,4/11/2024,-107.2490168,1.591391034,5,20240414,TD,14:00,14:40,-34.1,20.118,30,7.5,20,4/14/2024,-75.23341199,7.530219069
474,4/11/2024,-107.2490168,1.591391034,6,20240414,TD,14:00,14:40,-18.5,15.934,30,7.3,16,4/14/2024,-81.89179208,7.266590669
475,4/11/2024,-107.2490168,1.591391034,7,20240414,TD,14:00,14:40,-38.9,16.146,30,7.6,16,4/14/2024,-81.55441718,7.621760459
476,4/11/2024,-107.2490168,1.591391034,8,20240414,TD,14:00,14:40,-25.8,16.002,30,7.4,16,4/14/2024,-81.78357749,7.393757154
477,4/11/2024,-107.2490168,1.591391034,9,20240414,TD,14:00,14:40,-41.4,20.794,30,7.7,20,4/14/2024,-74.15763165,7.653995638
478,4/11/2024,-107.2490168,1.591391034,10,20240414,TD,14:00,14:40,-30.9,16.204,30,7.5,16,4/14/2024,-81.4621165,7.48229165
479,4/11/2024,-107.2490168,1.591391034,11,20240414,TD,14:00,14:40,-37.5,19.984,30,7.6,20,4/14/2024,-75.44665839,7.58894737
480,4/11/2024,-107.2490168,1.591391034,12,20240414,TD,14:00,14:40,-15.5,16.025,30,7.2,16,4/14/2024,-81.74697549,7.214214234
481,4/11/2024,-107.2490168,1.591391034,13,20240414,TD,14:00,14:40,-52.6,20.082,30,8,20,4/14/2024,-75.29070207,7.848251614
482,4/11/2024,-107.2490168,1.591391034,14,20240414,TD,14:00,14:40,-51,16.332,30,7.8,16,4/14/2024,-81.25841845,7.831999184
483,4/11/2024,-107.2490168,1.591391034,15,20240414,TD,14:00,14:40,-51.8,20.022,30,7.9,16,4/14/2024,-75.38618553,7.834686542
484,4/11/2024,-107.2490168,1.591391034,17,20240414,TD,14:00,14:40,-50.8,20.022,30,7.8,20,4/14/2024,-75.38618553,7.817496043
485,4/11/2024,-107.2490168,1.591391034,18,20240414,TD,14:00,14:40,-50.2,16.14,30,8,16,4/14/2024,-81.56396553,7.818633246
486,4/11/2024,-107.2490168,1.591391034,19,20240414,TD,14:00,14:40,-51.7,20.057,30,7.9,20,4/14/2024,-75.33048685,7.832860073
487,4/15/2024,-105.0248846,1.432307725,1,20240415,TD,15:00,16:00,-16.9,19.849,30,7.2,20,4/15/2024,-76.59500853,7.218858535
488,4/15/2024,-105.0248846,1.432307725,2,20240415,TD,15:00,16:00,-26.6,19.986,30,7.4,20,4/15/2024,-76.39878237,7.385119239
489,4/15/2024,-105.0248846,1.432307725,3,20240415,TD,15:00,16:00,-46.9,15.999,30,7.7,16,4/15/2024,-82.10939327,7.755931984
490,4/15/2024,-105.0248846,1.432307725,4,20240415,TD,15:00,16:00,-21.1,19.902,30,7.3,20,4/15/2024,-76.51909622,7.290891849
491,4/15/2024,-105.0248846,1.432307725,5,20240415,TD,15:00,16:00,-33.4,20.08,30,7.5,20,4/15/2024,-76.26414544,7.501589609
492,4/15/2024,-105.0248846,1.432307725,6,20240415,TD,15:00,16:00,-28.4,16.351,30,7.3,16,4/15/2024,-81.60522095,7.431947301
493,4/15/2024,-105.0248846,1.432307725,7,20240415,TD,15:00,16:00,-39.5,16.418,30,7.6,16,4/15/2024,-81.50925633,7.624844425
494,4/15/2024,-105.0248846,1.432307725,8,20240415,TD,15:00,16:00,-29.4,16.225,30,7.4,16,4/15/2024,-81.78569172,7.449913077
495,4/15/2024,-105.0248846,1.432307725,9,20240415,TD,15:00,16:00,-44.2,20.473,30,7.7,20,4/15/2024,-75.70124851,7.685124121
496,4/15/2024,-105.0248846,1.432307725,10,20240415,TD,15:00,16:00,-28.7,16.573,30,7.5,16,4/15/2024,-81.28724863,7.43619728
497,4/15/2024,-105.0248846,1.432307725,11,20240415,TD,15:00,16:00,-39.5,20.028,30,7.6,20,4/15/2024,-76.33862544,7.60669257
498,4/15/2024,-105.0248846,1.432307725,12,20240415,TD,15:00,16:00,-17.7,15.973,30,7.2,16,4/15/2024,-82.14663327,7.247082166
499,4/15/2024,-105.0248846,1.432307725,13,20240415,TD,15:00,16:00,-38.3,20.137,30,8,20,4/15/2024,-76.1825039,7.585523561
500,4/15/2024,-105.0248846,1.432307725,14,20240415,TD,15:00,16:00,-53.2,16.323,30,7.8,16,4/15/2024,-81.64532557,7.863841562
501,4/15/2024,-105.0248846,1.432307725,15,20240415,TD,15:00,16:00,-52.5,16.139,30,7.9,16,4/15/2024,-81.90887019,7.852724078
502,4/15/2024,-105.0248846,1.432307725,17,20240415,TD,15:00,16:00,-41.6,19.865,30,7.8,20,4/15/2024,-76.5720916,7.643632084
503,4/15/2024,-105.0248846,1.432307725,18,20240415,TD,15:00,16:00,-52.2,16.49,30,8,16,4/15/2024,-81.40613018,7.845463887
504,4/15/2024,-105.0248846,1.432307725,19,20240415,TD,15:00,16:00,-48.4,20.126,30,7.9,20,4/15/2024,-76.19825929,7.759140608
505,4/15/2024,-105.0248846,1.432307725,1,20240416,TD,16:00,16:30,-15.4,19.775,30,7.2,20,4/16/2024,-76.7009993,7.193325121
506,4/15/2024,-105.0248846,1.432307725,2,20240416,TD,16:00,16:30,-28.4,20.045,30,7.4,20,4/16/2024,-76.31427621,7.415807464
507,4/15/2024,-105.0248846,1.432307725,3,20240416,TD,16:00,16:30,-47.8,16.234,30,7.7,16,4/16/2024,-81.77280095,7.770318837
508,4/15/2024,-105.0248846,1.432307725,4,20240416,TD,16:00,16:30,-21.5,19.874,30,7.3,20,4/16/2024,-76.55920083,7.297882157
509,4/15/2024,-105.0248846,1.432307725,5,20240416,TD,16:00,16:30,-33.2,20.087,30,7.5,20,4/16/2024,-76.25411929,7.498119549
510,4/15/2024,-105.0248846,1.432307725,6,20240416,TD,16:00,16:30,-23.2,16.652,30,7.3,16,4/16/2024,-81.17409632,7.340203977
511,4/15/2024,-105.0248846,1.432307725,7,20240416,TD,16:00,16:30,-38.8,16.557,30,7.6,16,4/16/2024,-81.31016556,7.611968016
512,4/15/2024,-105.0248846,1.432307725,8,20240416,TD,16:00,16:30,-28.2,16.41,30,7.4,16,4/16/2024,-81.52071479,7.428208906
513,4/15/2024,-105.0248846,1.432307725,9,20240416,TD,16:00,16:30,-45.4,20.213,30,7.7,20,4/16/2024,-76.07364851,7.707119501
514,4/15/2024,-105.0248846,1.432307725,10,20240416,TD,16:00,16:30,-27.1,16.81,30,7.5,16,4/16/2024,-80.9477917,7.407349478
515,4/15/2024,-105.0248846,1.432307725,11,20240416,TD,16:00,16:30,-39.6,20.155,30,7.6,20,4/16/2024,-76.15672236,7.607771757
516,4/15/2024,-105.0248846,1.432307725,12,20240416,TD,16:00,16:30,-17.2,16.059,30,7.2,16,4/16/2024,-82.0234548,7.238049394
517,4/15/2024,-105.0248846,1.432307725,13,20240416,TD,16:00,16:30,-59.7,20.146,30,8,20,4/16/2024,-76.16961313,7.953200038
518,4/15/2024,-105.0248846,1.432307725,14,20240416,TD,16:00,16:30,-42.5,16.534,30,7.8,16,4/16/2024,-81.34310864,7.67645342
519,4/15/2024,-105.0248846,1.432307725,15,20240416,TD,16:00,16:30,-55.5,16.307,30,7.9,16,4/16/2024,-81.66824249,7.903980828
520,4/15/2024,-105.0248846,1.432307725,17,20240416,TD,16:00,16:30,-39.3,19.981,30,7.8,20,4/16/2024,-76.40594391,7.60349048
521,4/15/2024,-105.0248846,1.432307725,18,20240416,TD,16:00,16:30,-59.5,16.775,30,8,16,4/16/2024,-80.99792247,7.970709395
522,4/15/2024,-105.0248846,1.432307725,19,20240416,TD,16:00,16:30,-53.9,20.132,30,7.9,20,4/16/2024,-76.18966544,7.853619565
523,4/15/2024,-105.0248846,1.432307725,1,20240417,TD,14:00,14:40,-16.6,19.771,30,7.2,20,4/17/2024,-76.70672853,7.213985856
524,4/15/2024,-105.0248846,1.432307725,2,20240417,TD,14:00,14:40,-29,20.018,30,7.4,20,4/17/2024,-76.35294852,7.426240192
525,4/15/2024,-105.0248846,1.432307725,3,20240417,TD,14:00,14:40,-47.3,16,30,7.7,16,4/17/2024,-82.10796096,7.762898352
526,4/15/2024,-105.0248846,1.432307725,4,20240417,TD,14:00,14:40,-22.8,19.908,30,7.3,20,4/17/2024,-76.51050237,7.320103356
527,4/15/2024,-105.0248846,1.432307725,5,20240417,TD,14:00,14:40,-34.1,20.056,30,7.5,20,4/17/2024,-76.29852083,7.51373375
528,4/15/2024,-105.0248846,1.432307725,6,20240417,TD,14:00,14:40,-22.6,16.208,30,7.3,16,4/17/2024,-81.81004095,7.331552092
529,4/15/2024,-105.0248846,1.432307725,7,20240417,TD,14:00,14:40,-32.2,16.38,30,7.6,16,4/17/2024,-81.56368402,7.497966382
530,4/15/2024,-105.0248846,1.432307725,8,20240417,TD,14:00,14:40,-27.1,16.242,30,7.4,16,4/17/2024,-81.76134249,7.409783298
531,4/15/2024,-105.0248846,1.432307725,9,20240417,TD,14:00,14:40,-44.2,20.2,30,7.7,20,4/17/2024,-76.09226852,7.686573337
532,4/15/2024,-105.0248846,1.432307725,10,20240417,TD,14:00,14:40,-30.1,16.191,30,7.5,16,4/17/2024,-81.83439018,7.462256135
533,4/15/2024,-105.0248846,1.432307725,11,20240417,TD,14:00,14:40,-40.2,20.023,30,7.6,20,4/17/2024,-76.34578698,7.618751037
534,4/15/2024,-105.0248846,1.432307725,12,20240417,TD,14:00,14:40,-16.1,16.013,30,7.2,16,4/17/2024,-82.08934096,7.219047324
535,4/15/2024,-105.0248846,1.432307725,13,20240417,TD,14:00,14:40,-58.3,20.075,30,8,20,4/17/2024,-76.27130698,7.929579025
536,4/15/2024,-105.0248846,1.432307725,14,20240417,TD,14:00,14:40,-43.9,16.32,30,7.8,16,4/17/2024,-81.64962249,7.701942909
537,4/15/2024,-105.0248846,1.432307725,15,20240417,TD,14:00,14:40,-56,16.063,30,7.9,16,4/17/2024,-82.01772557,7.914156342
538,4/15/2024,-105.0248846,1.432307725,17,20240417,TD,14:00,14:40,-41.3,20.065,30,7.8,20,4/17/2024,-76.28563006,7.637444749
539,4/15/2024,-105.0248846,1.432307725,18,20240417,TD,14:00,14:40,-57.8,16.482,30,8,16,4/17/2024,-81.41758864,7.942953632
540,4/15/2024,-105.0248846,1.432307725,19,20240417,TD,14:00,14:40,-53.3,20.161,30,7.9,20,4/17/2024,-76.14812852,7.843139748
541,4/18/2024,-104.7802775,1.408940468,1,20240418,TD,12:00,12:40,-17.1,19.824,30,7.2,20,4/18/2024,-76.84944168,7.218630739
542,4/18/2024,-104.7802775,1.408940468,2,20240418,TD,12:00,12:40,-25.5,19.933,30,7.4,20,4/18/2024,-76.69586717,7.362627291
543,4/18/2024,-104.7802775,1.408940468,3,20240418,TD,12:00,12:40,-45.4,16.01,30,7.7,16,4/18/2024,-82.22314063,7.727471105
544,4/18/2024,-104.7802775,1.408940468,4,20240418,TD,12:00,12:40,-21.6,19.839,30,7.3,20,4/18/2024,-76.82830757,7.295974726
545,4/18/2024,-104.7802775,1.408940468,5,20240418,TD,12:00,12:40,-33.9,20.079,30,7.5,20,4/18/2024,-76.49016186,7.5063279
546,4/18/2024,-104.7802775,1.408940468,6,20240418,TD,12:00,12:40,-23.2,16.074,30,7.3,16,4/18/2024,-82.13296844,7.340262334
547,4/18/2024,-104.7802775,1.408940468,7,20240418,TD,12:00,12:40,-39.2,16.233,30,7.6,16,4/18/2024,-81.9089469,7.618204262
548,4/18/2024,-104.7802775,1.408940468,8,20240418,TD,12:00,12:40,-26.3,16.15,30,7.4,16,4/18/2024,-82.02588896,7.393928013
549,4/18/2024,-104.7802775,1.408940468,9,20240418,TD,12:00,12:40,-43.2,20.469,30,7.7,20,4/18/2024,-75.94067508,7.663969771
550,4/18/2024,-104.7802775,1.408940468,10,20240418,TD,12:00,12:40,-31.8,16.153,30,7.5,16,4/18/2024,-82.02166214,7.489726285
551,4/18/2024,-104.7802775,1.408940468,11,20240418,TD,12:00,12:40,-40.8,20.042,30,7.6,20,4/18/2024,-76.54229266,7.62512266
552,4/18/2024,-104.7802775,1.408940468,12,20240418,TD,12:00,12:40,-16.8,16.161,30,7.2,16,4/18/2024,-82.01039062,7.228387838
553,4/18/2024,-104.7802775,1.408940468,13,20240418,TD,12:00,12:40,-60.8,20.205,30,8,20,4/18/2024,-76.31263536,7.967822171
554,4/18/2024,-104.7802775,1.408940468,14,20240418,TD,12:00,12:40,-46.2,16.151,30,7.8,16,4/18/2024,-82.02448002,7.740591654
555,4/18/2024,-104.7802775,1.408940468,15,20240418,TD,12:00,12:40,-47.5,16.212,30,7.9,16,4/18/2024,-81.93853465,7.762877713
556,4/18/2024,-104.7802775,1.408940468,17,20240418,TD,12:00,12:40,-47.6,19.84,30,7.8,20,4/18/2024,-76.82689863,7.743200956
557,4/18/2024,-104.7802775,1.408940468,18,20240418,TD,12:00,12:40,-48.6,16.191,30,8,16,4/18/2024,-81.9681224,7.782161773
558,4/18/2024,-104.7802775,1.408940468,19,20240418,TD,12:00,12:40,-49,20.275,30,7.9,20,4/18/2024,-76.21400953,7.764682427
559,4/18/2024,-104.7802775,1.408940468,1,20240419,TD,17:00,18:00,-15.9,19.914,30,7.2,20,4/19/2024,-76.72263704,7.197625065
560,4/18/2024,-104.7802775,1.408940468,2,20240419,TD,17:00,18:00,-26.1,20.046,30,7.4,20,4/19/2024,-76.5366569,7.372421031
561,4/18/2024,-104.7802775,1.408940468,3,20240419,TD,17:00,18:00,-45.9,16.005,30,7.7,16,4/19/2024,-82.23018533,7.736214696
562,4/18/2024,-104.7802775,1.408940468,4,20240419,TD,17:00,18:00,-22.6,19.892,30,7.3,20,4/19/2024,-76.75363373,7.312941274
563,4/18/2024,-104.7802775,1.408940468,5,20240419,TD,17:00,18:00,-34.1,20.119,30,7.5,20,4/19/2024,-76.43380424,7.509561166
564,4/18/2024,-104.7802775,1.408940468,6,20240419,TD,17:00,18:00,-23.2,16.333,30,7.3,16,4/19/2024,-81.76805286,7.339110112
565,4/18/2024,-104.7802775,1.408940468,7,20240419,TD,17:00,18:00,-40.5,16.227,30,7.6,16,4/19/2024,-81.91740055,7.640877456
566,4/18/2024,-104.7802775,1.408940468,8,20240419,TD,17:00,18:00,-28.7,16.381,30,7.4,16,4/19/2024,-81.70042371,7.434633303
567,4/18/2024,-104.7802775,1.408940468,9,20240419,TD,17:00,18:00,-43.5,20.185,30,7.7,20,4/19/2024,-76.34081417,7.670725171
568,4/18/2024,-104.7802775,1.408940468,10,20240419,TD,17:00,18:00,-31.6,16.525,30,7.5,16,4/19/2024,-81.49753629,7.484399377
569,4/18/2024,-104.7802775,1.408940468,11,20240419,TD,17:00,18:00,-40,19.962,30,7.6,20,4/19/2024,-76.6550079,7.611807174
570,4/18/2024,-104.7802775,1.408940468,12,20240419,TD,17:00,18:00,-18.2,16.042,30,7.2,16,4/19/2024,-82.17805453,7.253269285
571,4/18/2024,-104.7802775,1.408940468,13,20240419,TD,17:00,18:00,-58.6,20.202,30,8,20,4/19/2024,-76.31686218,7.930046285
572,4/18/2024,-104.7802775,1.408940468,14,20240419,TD,17:00,18:00,-48.9,16.417,30,7.8,16,4/19/2024,-81.64970186,7.786032426
573,4/18/2024,-104.7802775,1.408940468,15,20240419,TD,17:00,18:00,-56,16.11,30,7.9,16,4/19/2024,-82.08224658,7.911576105
574,4/18/2024,-104.7802775,1.408940468,17,20240419,TD,17:00,18:00,-56,19.895,30,7.8,20,4/19/2024,-76.74940691,7.887339469
575,4/18/2024,-104.7802775,1.408940468,18,20240419,TD,17:00,18:00,-56.1,16.392,30,8,16,4/19/2024,-81.68492537,7.911505582
576,4/18/2024,-104.7802775,1.408940468,19,20240419,TD,17:00,18:00,-57.4,20.248,30,7.9,20,4/19/2024,-76.25205092,7.909132768
577,4/18/2024,-104.7802775,1.408940468,1,20240420,TD,22:30,23:00,-16.5,19.793,30,7.2,20,4/20/2024,-76.89311884,7.20843562
578,4/18/2024,-104.7802775,1.408940468,2,20240420,TD,22:30,23:00,-27.3,20.03,30,7.4,20,4/20/2024,-76.55919995,7.393123223
579,4/18/2024,-104.7802775,1.408940468,3,20240420,TD,22:30,23:00,-45.7,15.901,30,7.7,16,4/20/2024,-82.37671514,7.733332624
580,4/18/2024,-104.7802775,1.408940468,4,20240420,TD,22:30,23:00,-22.7,19.898,30,7.3,20,4/20/2024,-76.74518009,7.314634482
581,4/18/2024,-104.7802775,1.408940468,5,20240420,TD,22:30,23:00,-34,20.098,30,7.5,20,4/20/2024,-76.46339199,7.507949749
582,4/18/2024,-104.7802775,1.408940468,6,20240420,TD,22:30,23:00,-22.3,16.179,30,7.3,16,4/20/2024,-81.98502969,7.324118264
583,4/18/2024,-104.7802775,1.408940468,7,20240420,TD,22:30,23:00,-38.8,16.121,30,7.6,16,4/20/2024,-82.06674824,7.61184148
584,4/18/2024,-104.7802775,1.408940468,8,20240420,TD,22:30,23:00,-28.4,16.336,30,7.4,16,4/20/2024,-81.76382604,7.42962556
585,4/18/2024,-104.7802775,1.408940468,9,20240420,TD,22:30,23:00,-44.2,20.342,30,7.7,20,4/20/2024,-76.11961052,7.681857534
586,4/18/2024,-104.7802775,1.408940468,10,20240420,TD,22:30,23:00,-30.5,16.211,30,7.5,16,4/20/2024,-81.93994359,7.466796253
587,4/18/2024,-104.7802775,1.408940468,11,20240420,TD,22:30,23:00,-40.5,20.02,30,7.6,20,4/20/2024,-76.57328935,7.620086402
588,4/18/2024,-104.7802775,1.408940468,12,20240420,TD,22:30,23:00,-17.9,15.981,30,7.2,16,4/20/2024,-82.2639999,7.248293056
589,4/18/2024,-104.7802775,1.408940468,13,20240420,TD,22:30,23:00,-65,20.166,30,8,20,4/20/2024,-76.36758404,8.040246886
590,4/18/2024,-104.7802775,1.408940468,14,20240420,TD,22:30,23:00,-49.9,16.182,30,7.8,16,4/20/2024,-81.98080287,7.804859818
591,4/18/2024,-104.7802775,1.408940468,15,20240420,TD,22:30,23:00,-54.9,16.032,30,7.9,16,4/20/2024,-82.19214394,7.892906802
592,4/18/2024,-104.7802775,1.408940468,17,20240420,TD,22:30,23:00,-49.9,19.968,30,7.8,20,4/20/2024,-76.64655425,7.781991764
593,4/18/2024,-104.7802775,1.408940468,18,20240420,TD,22:30,23:00,-54.4,16.044,30,8,16,4/20/2024,-82.17523665,7.88411701
594,4/18/2024,-104.7802775,1.408940468,19,20240420,TD,22:30,23:00,-55.7,20.228,30,7.9,20,4/20/2024,-76.28022973,7.880058821
595,4/18/2024,-104.7802775,1.408940468,1,20240421,TD,12:30,12:59,-16.8,19.856,30,7.2,20,4/21/2024,-76.80435559,7.213339309
596,4/18/2024,-104.7802775,1.408940468,2,20240421,TD,12:30,12:59,-27.5,20.023,30,7.4,20,4/21/2024,-76.56906253,7.396594247
597,4/18/2024,-104.7802775,1.408940468,3,20240421,TD,12:30,12:59,-45.4,15.86,30,7.7,16,4/21/2024,-82.4344817,7.728339272
598,4/18/2024,-104.7802775,1.408940468,4,20240421,TD,12:30,12:59,-22.1,19.789,30,7.3,20,4/21/2024,-76.8987546,7.304795257
599,4/18/2024,-104.7802775,1.408940468,5,20240421,TD,12:30,12:59,-34.6,20.037,30,7.5,20,4/21/2024,-76.54933736,7.518574506
600,4/18/2024,-104.7802775,1.408940468,6,20240421,TD,12:30,12:59,-23.9,16.352,30,7.3,16,4/21/2024,-81.74128299,7.351211482
601,4/18/2024,-104.7802775,1.408940468,7,20240421,TD,12:30,12:59,-37.9,16.334,30,7.6,16,4/21/2024,-81.76664392,7.59502537
602,4/18/2024,-104.7802775,1.408940468,8,20240421,TD,12:30,12:59,-26.6,16.423,30,7.4,16,4/21/2024,-81.64124822,7.397883852
603,4/18/2024,-104.7802775,1.408940468,9,20240421,TD,12:30,12:59,-42.7,20.131,30,7.7,20,4/21/2024,-76.41689696,7.657283257
604,4/18/2024,-104.7802775,1.408940468,10,20240421,TD,12:30,12:59,-30.9,16.499,30,7.5,16,4/21/2024,-81.53416874,7.47234845
605,4/18/2024,-104.7802775,1.408940468,11,20240421,TD,12:30,12:59,-40,20.032,30,7.6,20,4/21/2024,-76.55638206,7.611425697
606,4/18/2024,-104.7802775,1.408940468,12,20240421,TD,12:30,12:59,-16.9,16.074,30,7.2,16,4/21/2024,-82.13296844,7.230483862
607,4/18/2024,-104.7802775,1.408940468,13,20240421,TD,12:30,12:59,-64.5,20.218,30,8,20,4/21/2024,-76.29431914,8.031297834
608,4/18/2024,-104.7802775,1.408940468,14,20240421,TD,12:30,12:59,-52.9,16.46,30,7.8,16,4/21/2024,-81.58911742,7.855382439
609,4/18/2024,-104.7802775,1.408940468,15,20240421,TD,12:30,12:59,-55.5,16.001,30,7.9,16,4/21/2024,-82.23582109,7.903561678
610,4/18/2024,-104.7802775,1.408940468,17,20240421,TD,12:30,12:59,-46.9,19.864,30,7.8,20,4/21/2024,-76.79308406,7.731019625
611,4/18/2024,-104.7802775,1.408940468,18,20240421,TD,12:30,12:59,-59.3,16.143,30,8,16,4/21/2024,-82.03575155,7.9688534
612,4/18/2024,-104.7802775,1.408940468,19,20240421,TD,12:30,12:59,-56.6,20.218,30,7.9,20,4/21/2024,-76.29431914,7.895583628
613,4/22/2024,-103.0167942,1.322043845,1,20240422,TD,9:00,9:30,-17.5,19.815,30,7.2,20,4/22/2024,-76.82049545,7.226264829
614,4/22/2024,-103.0167942,1.322043845,2,20240422,TD,9:00,9:30,-27.2,20.036,30,7.4,20,4/22/2024,-76.52832376,7.391761461
615,4/22/2024,-103.0167942,1.322043845,3,20240422,TD,9:00,9:30,-43.2,15.977,30,7.7,16,4/22/2024,-81.89449973,7.695852875
616,4/22/2024,-103.0167942,1.322043845,4,20240422,TD,9:00,9:30,-22.6,19.904,30,7.3,20,4/22/2024,-76.70283355,7.313471005
617,4/22/2024,-103.0167942,1.322043845,5,20240422,TD,9:00,9:30,-33.7,20.114,30,7.5,20,4/22/2024,-76.42520434,7.502981499
618,4/22/2024,-103.0167942,1.322043845,6,20240422,TD,9:00,9:30,-26,16.286,30,7.3,16,4/22/2024,-81.48598818,7.394138367
619,4/22/2024,-103.0167942,1.322043845,7,20240422,TD,9:00,9:30,-37.5,16.203,30,7.6,16,4/22/2024,-81.59571782,7.594948892
620,4/22/2024,-103.0167942,1.322043845,8,20240422,TD,9:00,9:30,-27.6,16.216,30,7.4,16,4/22/2024,-81.57853125,7.422435544
