date,time,sea_water_temperature
2024-03-31,12:30:00Z,
2024-03-31,12:58:20Z,13.20000076
2024-03-31,13:00:00Z,
2024-03-31,13:28:20Z,13.20000076
2024-03-31,14:00:00Z,
2024-03-31,14:28:20Z,13.20000076
2024-03-31,14:30:00Z,
2024-03-31,14:58:20Z,13.20000076
2024-03-31,15:00:00Z,
2024-03-31,15:28:20Z,13.20000076
2024-03-31,15:30:00Z,
2024-03-31,15:58:20Z,13.20000076
2024-03-31,16:00:00Z,
2024-03-31,16:28:20Z,13.20000076
2024-03-31,16:30:00Z,
2024-03-31,16:58:20Z,13.20000076
2024-03-31,17:00:00Z,
2024-03-31,17:28:20Z,13.25
2024-03-31,17:30:00Z,
2024-03-31,17:58:20Z,13.25
2024-03-31,18:00:00Z,
2024-03-31,18:28:20Z,13.25
2024-03-31,18:30:00Z,
2024-03-31,18:58:20Z,13.25
2024-03-31,19:00:00Z,
2024-03-31,19:28:20Z,13.29999924
2024-03-31,19:30:00Z,
2024-03-31,19:58:20Z,13.29999924
2024-03-31,20:00:00Z,
2024-03-31,20:28:20Z,13.29999924
2024-03-31,20:30:00Z,
2024-03-31,20:58:20Z,13.29999924
2024-03-31,21:30:00Z,
2024-03-31,21:58:20Z,13.29999924
2024-03-31,22:00:00Z,
2024-03-31,22:28:20Z,13.29999924
2024-03-31,22:30:00Z,
2024-03-31,22:58:20Z,13.29999924
2024-03-31,23:30:00Z,
2024-03-31,23:58:20Z,13.29999924
2024-04-01,00:00:00Z,
2024-04-01,00:28:20Z,13.35000038
2024-04-01,00:30:00Z,
2024-04-01,00:58:20Z,13.35000038
2024-04-01,01:00:00Z,
2024-04-01,01:28:20Z,13.35000038
2024-04-01,01:30:00Z,
2024-04-01,01:58:20Z,13.35000038
2024-04-01,02:00:00Z,
2024-04-01,02:28:20Z,13.29999924
2024-04-01,02:30:00Z,
2024-04-01,02:58:20Z,13.29999924
2024-04-01,03:00:00Z,
2024-04-01,03:28:20Z,13.29999924
2024-04-01,03:30:00Z,
2024-04-01,03:58:20Z,13.29999924
2024-04-01,04:00:00Z,
2024-04-01,04:28:20Z,13.29999924
2024-04-01,04:30:00Z,
2024-04-01,04:58:20Z,13.29999924
2024-04-01,05:00:00Z,
2024-04-01,05:28:20Z,13.35000038
2024-04-01,05:30:00Z,
2024-04-01,05:58:20Z,13.29999924
2024-04-01,06:00:00Z,
2024-04-01,06:28:20Z,13.5
2024-04-01,06:30:00Z,
2024-04-01,06:58:20Z,13.5
2024-04-01,07:00:00Z,
2024-04-01,07:28:20Z,13.5
2024-04-01,07:30:00Z,
2024-04-01,07:58:20Z,13.5
2024-04-01,08:00:00Z,
2024-04-01,08:28:20Z,13.54999924
2024-04-01,08:30:00Z,
2024-04-01,08:58:20Z,13.5
2024-04-01,09:00:00Z,
2024-04-01,09:28:20Z,13.5
2024-04-01,09:30:00Z,
2024-04-01,09:58:20Z,13.5
2024-04-01,10:00:00Z,
2024-04-01,10:28:20Z,13.5
2024-04-01,10:30:00Z,
2024-04-01,10:58:20Z,13.45000076
2024-04-01,11:00:00Z,
2024-04-01,11:28:20Z,13.45000076
2024-04-01,11:30:00Z,
2024-04-01,11:58:20Z,13.45000076
2024-04-01,12:00:00Z,
2024-04-01,12:28:20Z,13.39999962
2024-04-01,12:30:00Z,
2024-04-01,12:58:20Z,13.39999962
2024-04-01,13:00:00Z,
2024-04-01,13:28:20Z,13.35000038
2024-04-01,13:30:00Z,
2024-04-01,13:58:20Z,13.35000038
2024-04-01,14:00:00Z,
2024-04-01,14:28:20Z,13.29999924
2024-04-01,14:30:00Z,
2024-04-01,14:58:20Z,13.35000038
2024-04-01,15:00:00Z,
2024-04-01,15:28:20Z,13.35000038
2024-04-01,15:30:00Z,
2024-04-01,15:58:20Z,13.39999962
2024-04-01,16:00:00Z,
2024-04-01,16:28:20Z,13.5
2024-04-01,16:30:00Z,
2024-04-01,16:58:20Z,13.60000038
2024-04-01,17:00:00Z,
2024-04-01,17:28:20Z,13.89999962
2024-04-01,17:30:00Z,
2024-04-01,17:58:20Z,14.14999962
2024-04-01,18:00:00Z,
2024-04-01,18:28:20Z,14.29999924
2024-04-01,18:30:00Z,
2024-04-01,18:58:20Z,14.54999924
2024-04-01,19:00:00Z,
2024-04-01,19:28:20Z,14.60000038
2024-04-01,19:30:00Z,
2024-04-01,19:58:20Z,14.70000076
2024-04-01,20:00:00Z,
2024-04-01,20:28:20Z,14.45000076
2024-04-01,20:30:00Z,
2024-04-01,20:58:20Z,14.39999962
2024-04-01,21:00:00Z,
2024-04-01,21:28:20Z,14.25
2024-04-01,21:30:00Z,
2024-04-01,21:58:20Z,14.14999962
2024-04-01,22:00:00Z,
2024-04-01,22:28:20Z,14.14999962
2024-04-01,22:30:00Z,
2024-04-01,22:58:20Z,14.04999924
2024-04-01,23:00:00Z,
2024-04-01,23:28:20Z,14.20000076
2024-04-01,23:30:00Z,
2024-04-01,23:58:20Z,14.04999924
2024-04-02,00:00:00Z,
2024-04-02,00:28:20Z,13.79999924
2024-04-02,01:00:00Z,
2024-04-02,01:28:20Z,13.64999962
2024-04-02,01:30:00Z,
2024-04-02,01:58:20Z,13.60000038
2024-04-02,02:00:00Z,
2024-04-02,02:28:20Z,13.64999962
2024-04-02,02:30:00Z,
2024-04-02,02:58:20Z,13.60000038
2024-04-02,03:00:00Z,
2024-04-02,03:28:20Z,13.60000038
2024-04-02,03:30:00Z,
2024-04-02,03:58:20Z,13.60000038
2024-04-02,04:00:00Z,
2024-04-02,04:28:20Z,13.60000038
2024-04-02,05:00:00Z,
2024-04-02,05:28:20Z,13.70000076
2024-04-02,05:30:00Z,
2024-04-02,05:58:20Z,13.79999924
2024-04-02,06:00:00Z,
2024-04-02,06:28:20Z,13.75
2024-04-02,06:30:00Z,
2024-04-02,06:58:20Z,14.20000076
2024-04-02,07:00:00Z,
2024-04-02,07:28:20Z,14.35000038
2024-04-02,07:30:00Z,
2024-04-02,07:58:20Z,14.39999962
2024-04-02,08:00:00Z,
2024-04-02,08:28:20Z,14.39999962
2024-04-02,08:30:00Z,
2024-04-02,08:58:20Z,14.25
2024-04-02,09:00:00Z,
2024-04-02,09:28:20Z,14.45000076
2024-04-02,09:30:00Z,
2024-04-02,09:58:20Z,14.54999924
2024-04-02,10:00:00Z,
2024-04-02,10:28:20Z,14.60000038
2024-04-02,10:30:00Z,
2024-04-02,10:58:20Z,14.54999924
2024-04-02,11:00:00Z,
2024-04-02,11:28:20Z,14.5
2024-04-02,11:30:00Z,
2024-04-02,11:58:20Z,14.5
2024-04-02,12:00:00Z,
2024-04-02,12:28:20Z,14.54999924
2024-04-02,12:30:00Z,
2024-04-02,12:58:20Z,14.54999924
2024-04-02,13:00:00Z,
2024-04-02,13:28:20Z,14.5
2024-04-02,13:30:00Z,
2024-04-02,13:58:20Z,14.54999924
2024-04-02,14:00:00Z,
2024-04-02,14:28:20Z,14.54999924
2024-04-02,14:30:00Z,
2024-04-02,14:58:20Z,14.60000038
2024-04-02,15:00:00Z,
2024-04-02,15:28:20Z,14.60000038
2024-04-02,15:30:00Z,
2024-04-02,15:58:20Z,14.70000076
2024-04-02,16:00:00Z,
2024-04-02,16:28:20Z,14.75
2024-04-02,16:30:00Z,
2024-04-02,16:58:20Z,14.89999962
2024-04-02,17:00:00Z,
2024-04-02,17:28:20Z,15.10000038
2024-04-02,17:30:00Z,
2024-04-02,17:58:20Z,15.29999924
2024-04-02,18:00:00Z,
2024-04-02,18:28:20Z,15.45000076
2024-04-02,18:30:00Z,
2024-04-02,18:58:20Z,15.45000076
2024-04-02,19:00:00Z,
2024-04-02,19:28:20Z,15.54999924
2024-04-02,19:30:00Z,
2024-04-02,19:58:20Z,15.75
2024-04-02,20:00:00Z,
2024-04-02,20:28:20Z,15.85000038
2024-04-02,20:30:00Z,
2024-04-02,20:58:20Z,15.85000038
2024-04-02,21:30:00Z,
2024-04-02,21:58:20Z,15.89999962
2024-04-02,22:00:00Z,
2024-04-02,22:28:20Z,15.60000038
2024-04-02,22:30:00Z,
2024-04-02,22:58:20Z,15.60000038
2024-04-02,23:00:00Z,
2024-04-02,23:28:20Z,15.39999962
2024-04-02,23:30:00Z,
2024-04-02,23:58:20Z,15.29999924
2024-04-03,00:00:00Z,
2024-04-03,00:28:20Z,15.20000076
2024-04-03,00:30:00Z,
2024-04-03,00:58:20Z,15.10000038
2024-04-03,01:00:00Z,
2024-04-03,01:28:20Z,15.10000038
2024-04-03,01:30:00Z,
2024-04-03,01:58:20Z,15.10000038
2024-04-03,02:00:00Z,
2024-04-03,02:28:20Z,15
2024-04-03,02:30:00Z,
2024-04-03,02:58:20Z,14.95000076
2024-04-03,03:00:00Z,
2024-04-03,03:28:20Z,14.95000076
2024-04-03,03:30:00Z,
2024-04-03,03:58:20Z,15
2024-04-03,04:00:00Z,
2024-04-03,04:28:20Z,14.95000076
2024-04-03,04:30:00Z,
2024-04-03,04:58:20Z,14.95000076
2024-04-03,05:00:00Z,
2024-04-03,05:28:20Z,15
2024-04-03,05:30:00Z,
2024-04-03,05:58:20Z,15
2024-04-03,06:00:00Z,
2024-04-03,06:28:20Z,15
2024-04-03,06:30:00Z,
2024-04-03,06:58:20Z,14.95000076
2024-04-03,07:00:00Z,
2024-04-03,07:28:20Z,14.95000076
2024-04-03,07:30:00Z,
2024-04-03,07:58:20Z,14.95000076
2024-04-03,08:00:00Z,
2024-04-03,08:28:20Z,14.95000076
2024-04-03,08:30:00Z,
2024-04-03,08:58:20Z,14.95000076
2024-04-03,09:00:00Z,
2024-04-03,09:28:20Z,14.89999962
2024-04-03,09:30:00Z,
2024-04-03,09:58:20Z,14.85000038
2024-04-03,10:00:00Z,
2024-04-03,10:28:20Z,14.85000038
2024-04-03,10:30:00Z,
2024-04-03,10:58:20Z,14.85000038
2024-04-03,11:00:00Z,
2024-04-03,11:28:20Z,14.79999924
2024-04-03,11:30:00Z,
2024-04-03,11:58:20Z,14.79999924
2024-04-03,12:00:00Z,
2024-04-03,12:28:20Z,14.75
2024-04-03,12:30:00Z,
2024-04-03,12:58:20Z,14.75
2024-04-03,13:00:00Z,
2024-04-03,13:28:20Z,14.75
2024-04-03,13:30:00Z,
2024-04-03,13:58:20Z,14.70000076
2024-04-03,14:00:00Z,
2024-04-03,14:28:20Z,14.75
2024-04-03,15:00:00Z,
2024-04-03,15:28:20Z,14.89999962
2024-04-03,15:30:00Z,
2024-04-03,15:58:20Z,15.04999924
2024-04-03,16:00:00Z,
2024-04-03,16:28:20Z,15.14999962
2024-04-03,16:30:00Z,
2024-04-03,16:58:20Z,15.25
2024-04-03,17:00:00Z,
2024-04-03,17:28:20Z,15.75
2024-04-03,17:30:00Z,
2024-04-03,17:58:20Z,15.70000076
2024-04-03,18:00:00Z,
2024-04-03,18:28:20Z,15.95000076
2024-04-03,18:30:00Z,
2024-04-03,18:58:20Z,16.10000038
2024-04-03,19:00:00Z,
2024-04-03,19:28:20Z,15.85000038
2024-04-03,19:30:00Z,
2024-04-03,19:58:20Z,15.35000038
2024-04-03,20:00:00Z,
2024-04-03,20:28:20Z,15.45000076
2024-04-03,20:30:00Z,
2024-04-03,20:58:20Z,15.54999924
2024-04-03,21:00:00Z,
2024-04-03,21:28:20Z,15.5
2024-04-03,21:30:00Z,
2024-04-03,21:58:20Z,15.39999962
2024-04-03,22:00:00Z,
2024-04-03,22:28:20Z,15.35000038
2024-04-03,22:30:00Z,
2024-04-03,22:58:20Z,15.29999924
2024-04-03,23:00:00Z,
2024-04-03,23:28:20Z,15.20000076
2024-04-03,23:30:00Z,
2024-04-03,23:58:20Z,15.14999962
2024-04-04,00:00:00Z,
2024-04-04,00:28:20Z,15.10000038
2024-04-04,00:30:00Z,
2024-04-04,00:58:20Z,15
2024-04-04,01:00:00Z,
2024-04-04,01:28:20Z,15
2024-04-04,01:30:00Z,
2024-04-04,01:58:20Z,14.89999962
2024-04-04,02:00:00Z,
2024-04-04,02:28:20Z,14.75
2024-04-04,02:30:00Z,
2024-04-04,02:58:20Z,14.70000076
2024-04-04,03:00:00Z,
2024-04-04,03:28:20Z,14.70000076
2024-04-04,03:30:00Z,
2024-04-04,03:58:20Z,14.64999962
2024-04-04,04:00:00Z,
2024-04-04,04:28:20Z,14.64999962
2024-04-04,04:30:00Z,
2024-04-04,04:58:20Z,14.64999962
2024-04-04,05:00:00Z,
2024-04-04,05:28:20Z,14.70000076
2024-04-04,05:30:00Z,
2024-04-04,05:58:20Z,14.70000076
2024-04-04,06:00:00Z,
2024-04-04,06:28:20Z,14.64999962
2024-04-04,06:30:00Z,
2024-04-04,06:58:20Z,14.64999962
2024-04-04,07:00:00Z,
2024-04-04,07:28:20Z,14.60000038
2024-04-04,07:30:00Z,
2024-04-04,07:58:20Z,14.60000038
2024-04-04,08:00:00Z,
2024-04-04,08:28:20Z,14.60000038
2024-04-04,08:30:00Z,
2024-04-04,08:58:20Z,14.54999924
2024-04-04,09:00:00Z,
2024-04-04,09:28:20Z,14.60000038
2024-04-04,09:30:00Z,
2024-04-04,09:58:20Z,14.60000038
2024-04-04,10:00:00Z,
2024-04-04,10:28:20Z,14.64999962
2024-04-04,10:30:00Z,
2024-04-04,10:58:20Z,14.70000076
2024-04-04,11:00:00Z,
2024-04-04,11:28:20Z,14.70000076
2024-04-04,11:30:00Z,
2024-04-04,11:58:20Z,14.64999962
2024-04-04,12:00:00Z,
2024-04-04,12:28:20Z,14.70000076
2024-04-04,12:30:00Z,
2024-04-04,12:58:20Z,14.75
2024-04-04,13:00:00Z,
2024-04-04,13:28:20Z,14.75
2024-04-04,13:30:00Z,
2024-04-04,13:58:20Z,14.79999924
2024-04-04,14:00:00Z,
2024-04-04,14:28:20Z,14.85000038
2024-04-04,14:30:00Z,
2024-04-04,14:58:20Z,14.85000038
2024-04-04,15:00:00Z,
2024-04-04,15:28:20Z,14.95000076
2024-04-04,15:30:00Z,
2024-04-04,15:58:20Z,15
2024-04-04,16:00:00Z,
2024-04-04,16:28:20Z,15.04999924
2024-04-04,16:30:00Z,
2024-04-04,16:58:20Z,15.04999924
2024-04-04,17:00:00Z,
2024-04-04,17:28:20Z,15.10000038
2024-04-04,17:30:00Z,
2024-04-04,17:58:20Z,15.10000038
2024-04-04,18:00:00Z,
2024-04-04,18:28:20Z,15.14999962
2024-04-04,18:30:00Z,
2024-04-04,18:58:20Z,15.35000038
2024-04-04,19:00:00Z,
2024-04-04,19:28:20Z,15.45000076
2024-04-04,19:30:00Z,
2024-04-04,19:58:20Z,15.54999924
2024-04-04,20:00:00Z,
2024-04-04,20:28:20Z,15.54999924
2024-04-04,20:30:00Z,
2024-04-04,20:58:20Z,15.5
2024-04-04,21:00:00Z,
2024-04-04,21:28:20Z,15.45000076
2024-04-04,21:30:00Z,
2024-04-04,21:58:20Z,15.45000076
2024-04-04,22:00:00Z,
2024-04-04,22:28:20Z,15.45000076
2024-04-04,22:30:00Z,
2024-04-04,22:58:20Z,15.35000038
2024-04-04,23:00:00Z,
2024-04-04,23:28:20Z,15.29999924
2024-04-04,23:30:00Z,
2024-04-04,23:58:20Z,15.29999924
2024-04-05,00:00:00Z,
2024-04-05,00:28:20Z,15.25
2024-04-05,00:30:00Z,
2024-04-05,00:58:20Z,15.25
2024-04-05,01:00:00Z,
2024-04-05,01:28:20Z,15.20000076
2024-04-05,01:30:00Z,
2024-04-05,01:58:20Z,15.20000076
2024-04-05,02:00:00Z,
2024-04-05,02:28:20Z,15.14999962
2024-04-05,02:30:00Z,
2024-04-05,02:58:20Z,15.10000038
2024-04-05,03:00:00Z,
2024-04-05,03:28:20Z,15.04999924
2024-04-05,03:30:00Z,
2024-04-05,03:58:20Z,15.04999924
2024-04-05,04:00:00Z,
2024-04-05,04:28:20Z,15
2024-04-05,04:30:00Z,
2024-04-05,04:58:20Z,15
2024-04-05,05:00:00Z,
2024-04-05,05:28:20Z,14.95000076
2024-04-05,05:30:00Z,
2024-04-05,05:58:20Z,14.89999962
2024-04-05,06:00:00Z,
2024-04-05,06:28:20Z,14.89999962
2024-04-05,06:30:00Z,
2024-04-05,06:58:20Z,14.85000038
2024-04-05,07:00:00Z,
2024-04-05,07:28:20Z,14.79999924
2024-04-05,07:30:00Z,
2024-04-05,07:58:20Z,14.85000038
2024-04-05,08:00:00Z,
2024-04-05,08:28:20Z,14.79999924
2024-04-05,08:30:00Z,
2024-04-05,08:58:20Z,14.79999924
2024-04-05,09:00:00Z,
2024-04-05,09:28:20Z,14.85000038
2024-04-05,10:00:00Z,
2024-04-05,10:28:20Z,14.85000038
2024-04-05,10:30:00Z,
2024-04-05,10:58:20Z,14.85000038
2024-04-05,11:00:00Z,
2024-04-05,11:28:20Z,14.79999924
2024-04-05,11:30:00Z,
2024-04-05,11:58:20Z,14.79999924
2024-04-05,12:00:00Z,
2024-04-05,12:28:20Z,14.85000038
2024-04-05,12:30:00Z,
2024-04-05,12:58:20Z,14.79999924
2024-04-05,13:00:00Z,
2024-04-05,13:28:20Z,14.75
2024-04-05,13:30:00Z,
2024-04-05,13:58:20Z,14.75
2024-04-05,14:00:00Z,
2024-04-05,14:28:20Z,14.75
2024-04-05,14:30:00Z,
2024-04-05,14:58:20Z,14.75
2024-04-05,15:00:00Z,
2024-04-05,15:28:20Z,14.64999962
2024-04-05,15:30:00Z,
2024-04-05,15:58:20Z,14.70000076
2024-04-05,16:00:00Z,
2024-04-05,16:28:20Z,14.75
2024-04-05,16:30:00Z,
2024-04-05,16:58:20Z,14.79999924
2024-04-05,17:00:00Z,
2024-04-05,17:28:20Z,14.79999924
2024-04-05,17:30:00Z,
2024-04-05,17:58:20Z,14.79999924
2024-04-05,18:00:00Z,
2024-04-05,18:28:20Z,14.79999924
2024-04-05,18:30:00Z,
2024-04-05,18:58:20Z,14.85000038
2024-04-05,19:00:00Z,
2024-04-05,19:28:20Z,14.79999924
2024-04-05,19:30:00Z,
2024-04-05,19:58:20Z,14.85000038
2024-04-05,20:30:00Z,
2024-04-05,20:58:20Z,14.85000038
2024-04-05,21:00:00Z,
2024-04-05,21:28:20Z,14.85000038
2024-04-05,21:30:00Z,
2024-04-05,21:58:20Z,14.85000038
2024-04-05,22:00:00Z,
2024-04-05,22:28:20Z,14.85000038
2024-04-05,22:30:00Z,
2024-04-05,22:58:20Z,14.85000038
2024-04-05,23:30:00Z,
2024-04-05,23:58:20Z,14.85000038
2024-04-06,00:00:00Z,
2024-04-06,00:28:20Z,14.79999924
2024-04-06,00:30:00Z,
2024-04-06,00:58:20Z,14.75
2024-04-06,01:00:00Z,
2024-04-06,01:28:20Z,14.70000076
2024-04-06,01:30:00Z,
2024-04-06,01:58:20Z,14.64999962
2024-04-06,02:00:00Z,
2024-04-06,02:28:20Z,14.64999962
2024-04-06,02:30:00Z,
2024-04-06,02:58:20Z,14.54999924
2024-04-06,03:00:00Z,
2024-04-06,03:28:20Z,14.54999924
2024-04-06,03:30:00Z,
2024-04-06,03:58:20Z,14.5
2024-04-06,04:30:00Z,
2024-04-06,04:58:20Z,14.39999962
2024-04-06,05:00:00Z,
2024-04-06,05:28:20Z,14.35000038
2024-04-06,05:30:00Z,
2024-04-06,05:58:20Z,14.29999924
2024-04-06,06:00:00Z,
2024-04-06,06:28:20Z,14.29999924
2024-04-06,06:30:00Z,
2024-04-06,06:58:20Z,14.29999924
2024-04-06,07:00:00Z,
2024-04-06,07:28:20Z,14.29999924
2024-04-06,07:30:00Z,
2024-04-06,07:58:20Z,14.29999924
2024-04-06,08:00:00Z,
2024-04-06,08:28:20Z,14.25
2024-04-06,08:30:00Z,
2024-04-06,08:58:20Z,14.20000076
2024-04-06,09:00:00Z,
2024-04-06,09:28:20Z,14.14999962
2024-04-06,09:30:00Z,
2024-04-06,09:58:20Z,14.10000038
2024-04-06,10:00:00Z,
2024-04-06,10:28:20Z,14
2024-04-06,10:30:00Z,
2024-04-06,10:58:20Z,14
2024-04-06,11:00:00Z,
2024-04-06,11:28:20Z,14.04999924
2024-04-06,11:30:00Z,
2024-04-06,11:58:20Z,14.04999924
2024-04-06,12:00:00Z,
2024-04-06,12:28:20Z,14.04999924
2024-04-06,12:30:00Z,
2024-04-06,12:58:20Z,14.10000038
2024-04-06,13:00:00Z,
2024-04-06,13:28:20Z,14.14999962
2024-04-06,13:30:00Z,
2024-04-06,13:58:20Z,14.14999962
2024-04-06,14:30:00Z,
2024-04-06,14:58:20Z,14.20000076
2024-04-06,15:00:00Z,
2024-04-06,15:28:20Z,14.35000038
2024-04-06,15:30:00Z,
2024-04-06,15:58:20Z,14.45000076
2024-04-06,16:00:00Z,
2024-04-06,16:28:20Z,14.54999924
2024-04-06,16:30:00Z,
2024-04-06,16:58:20Z,14.70000076
2024-04-06,17:00:00Z,
2024-04-06,17:28:20Z,14.70000076
2024-04-06,17:30:00Z,
2024-04-06,17:58:20Z,14.70000076
2024-04-06,18:00:00Z,
2024-04-06,18:28:20Z,14.85000038
2024-04-06,18:30:00Z,
2024-04-06,18:58:20Z,15.04999924
2024-04-06,19:00:00Z,
2024-04-06,19:28:20Z,15.35000038
2024-04-06,19:30:00Z,
2024-04-06,19:58:20Z,15.70000076
2024-04-06,20:00:00Z,
2024-04-06,20:28:20Z,16.20000076
2024-04-06,20:30:00Z,
2024-04-06,20:58:20Z,16.29999924
2024-04-06,21:00:00Z,
2024-04-06,21:28:20Z,16.20000076
2024-04-06,21:30:00Z,
2024-04-06,21:58:20Z,16.14999962
2024-04-06,22:00:00Z,
2024-04-06,22:28:20Z,15.85000038
2024-04-06,22:30:00Z,
2024-04-06,22:58:20Z,15.79999924
2024-04-06,23:00:00Z,
2024-04-06,23:28:20Z,15.45000076
2024-04-06,23:30:00Z,
2024-04-06,23:58:20Z,15
2024-04-07,00:00:00Z,
2024-04-07,00:28:20Z,14.70000076
2024-04-07,00:30:00Z,
2024-04-07,00:58:20Z,14.60000038
2024-04-07,01:00:00Z,
2024-04-07,01:28:20Z,14.70000076
2024-04-07,01:30:00Z,
2024-04-07,01:58:20Z,15
2024-04-07,02:00:00Z,
2024-04-07,02:28:20Z,14.85000038
2024-04-07,02:30:00Z,
2024-04-07,02:58:20Z,14.75
2024-04-07,03:00:00Z,
2024-04-07,03:28:20Z,14.79999924
2024-04-07,03:30:00Z,
2024-04-07,03:58:20Z,14.85000038
2024-04-07,04:00:00Z,
2024-04-07,04:28:20Z,14.79999924
2024-04-07,04:30:00Z,
2024-04-07,04:58:20Z,14.75
2024-04-07,05:00:00Z,
2024-04-07,05:28:20Z,14.70000076
2024-04-07,05:30:00Z,
2024-04-07,05:58:20Z,14.64999962
2024-04-07,06:00:00Z,
2024-04-07,06:28:20Z,14.60000038
2024-04-07,06:30:00Z,
2024-04-07,06:58:20Z,14.60000038
2024-04-07,07:00:00Z,
2024-04-07,07:28:20Z,14.54999924
2024-04-07,07:30:00Z,
2024-04-07,07:58:20Z,14.5
2024-04-07,08:00:00Z,
2024-04-07,08:28:20Z,14.5
2024-04-07,08:30:00Z,
2024-04-07,08:58:20Z,14.5
2024-04-07,09:00:00Z,
2024-04-07,09:28:20Z,14.5
2024-04-07,09:30:00Z,
2024-04-07,09:58:20Z,14.45000076
2024-04-07,10:00:00Z,
2024-04-07,10:28:20Z,14.45000076
2024-04-07,10:30:00Z,
2024-04-07,10:58:20Z,14.45000076
2024-04-07,11:00:00Z,
2024-04-07,11:28:20Z,14.45000076
2024-04-07,11:30:00Z,
2024-04-07,11:58:20Z,14.45000076
2024-04-07,12:00:00Z,
2024-04-07,12:28:20Z,14.45000076
2024-04-07,12:30:00Z,
2024-04-07,12:58:20Z,14.45000076
2024-04-07,13:00:00Z,
2024-04-07,13:28:20Z,14.45000076
2024-04-07,13:30:00Z,
2024-04-07,13:58:20Z,14.5
2024-04-07,14:00:00Z,
2024-04-07,14:28:20Z,14.54999924
2024-04-07,14:30:00Z,
2024-04-07,14:58:20Z,14.5
2024-04-07,15:00:00Z,
2024-04-07,15:28:20Z,14.54999924
2024-04-07,15:30:00Z,
2024-04-07,15:58:20Z,14.64999962
2024-04-07,16:00:00Z,
2024-04-07,16:28:20Z,14.64999962
2024-04-07,16:30:00Z,
2024-04-07,16:58:20Z,14.75
2024-04-07,17:00:00Z,
2024-04-07,17:28:20Z,15
2024-04-07,17:30:00Z,
2024-04-07,17:58:20Z,15.10000038
2024-04-07,18:00:00Z,
2024-04-07,18:28:20Z,15.25
2024-04-07,18:30:00Z,
2024-04-07,18:58:20Z,15.35000038
2024-04-07,19:00:00Z,
2024-04-07,19:28:20Z,15.54999924
2024-04-07,19:30:00Z,
2024-04-07,19:58:20Z,15.5
2024-04-07,20:00:00Z,
2024-04-07,20:28:20Z,15.5
2024-04-07,20:30:00Z,
2024-04-07,20:58:20Z,15.5
2024-04-07,21:00:00Z,
2024-04-07,21:28:20Z,15.5
2024-04-07,21:30:00Z,
2024-04-07,21:58:20Z,15.45000076
2024-04-07,22:00:00Z,
2024-04-07,22:28:20Z,15.25
2024-04-07,22:30:00Z,
2024-04-07,22:58:20Z,15.20000076
2024-04-07,23:00:00Z,
2024-04-07,23:28:20Z,15.10000038
2024-04-07,23:30:00Z,
2024-04-07,23:58:20Z,14.79999924
2024-04-08,00:00:00Z,
2024-04-08,00:28:20Z,14.64999962
2024-04-08,00:30:00Z,
2024-04-08,00:58:20Z,14.75
2024-04-08,01:00:00Z,
2024-04-08,01:28:20Z,15
2024-04-08,01:30:00Z,
2024-04-08,01:58:20Z,15.10000038
2024-04-08,02:00:00Z,
2024-04-08,02:28:20Z,15
2024-04-08,02:30:00Z,
2024-04-08,02:58:20Z,14.89999962
2024-04-08,03:00:00Z,
2024-04-08,03:28:20Z,14.85000038
2024-04-08,03:30:00Z,
2024-04-08,03:58:20Z,14.79999924
2024-04-08,04:00:00Z,
2024-04-08,04:28:20Z,14.79999924
2024-04-08,04:30:00Z,
2024-04-08,04:58:20Z,14.79999924
2024-04-08,05:00:00Z,
2024-04-08,05:28:20Z,14.79999924
2024-04-08,05:30:00Z,
2024-04-08,05:58:20Z,14.79999924
2024-04-08,06:00:00Z,
2024-04-08,06:28:20Z,14.75
2024-04-08,06:30:00Z,
2024-04-08,06:58:20Z,14.75
2024-04-08,07:00:00Z,
2024-04-08,07:28:20Z,14.70000076
2024-04-08,07:30:00Z,
2024-04-08,07:58:20Z,14.70000076
2024-04-08,08:00:00Z,
2024-04-08,08:28:20Z,14.64999962
2024-04-08,08:30:00Z,
2024-04-08,08:58:20Z,14.75
2024-04-08,09:00:00Z,
2024-04-08,09:28:20Z,14.70000076
2024-04-08,09:30:00Z,
2024-04-08,09:58:20Z,14.70000076
2024-04-08,10:00:00Z,
2024-04-08,10:28:20Z,14.70000076
2024-04-08,10:30:00Z,
2024-04-08,10:58:20Z,14.70000076
2024-04-08,11:00:00Z,
2024-04-08,11:28:20Z,14.70000076
2024-04-08,11:30:00Z,
2024-04-08,11:58:20Z,14.64999962
2024-04-08,12:00:00Z,
2024-04-08,12:28:20Z,14.64999962
2024-04-08,12:30:00Z,
2024-04-08,12:58:20Z,14.64999962
2024-04-08,13:00:00Z,
2024-04-08,13:28:20Z,14.64999962
2024-04-08,13:30:00Z,
2024-04-08,13:58:20Z,14.64999962
2024-04-08,14:00:00Z,
2024-04-08,14:28:20Z,14.60000038
2024-04-08,14:30:00Z,
2024-04-08,14:58:20Z,14.64999962
2024-04-08,15:00:00Z,
2024-04-08,15:28:20Z,14.54999924
2024-04-08,15:30:00Z,
2024-04-08,15:58:20Z,14.60000038
2024-04-08,16:00:00Z,
2024-04-08,16:28:20Z,14.75
2024-04-08,16:30:00Z,
2024-04-08,16:58:20Z,15
2024-04-08,17:00:00Z,
2024-04-08,17:28:20Z,14.89999962
2024-04-08,17:30:00Z,
2024-04-08,17:58:20Z,14.70000076
