processing_group,marine_site_code,marine_site_name,latitude,longitude,georegion,island,time_format,detide_method,height_cutoff,year,month,day,date,day_of_year,sum,n,mean,stddev,stderr,coeffvar
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,4,2,4/2/2017,92,60.36,4,15.09,0.77,0.39,5.13
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,4,3,4/3/2017,93,28.46,2,14.23,0,0,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,4,4,4/4/2017,94,58.44,4,14.61,0,0,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,4,5,4/5/2017,95,60.36,4,15.09,0.77,0.39,5.13
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,4,6,4/6/2017,96,58.27,4,14.57,0.61,0.31,4.22
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,4,7,4/7/2017,97,57.01,4,14.25,0.58,0.29,4.08
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,4,8,4/8/2017,98,58.65,4,14.66,0.51,0.25,3.45
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,4,9,4/9/2017,99,55.76,4,13.94,1.05,0.53,7.55
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,4,10,4/10/2017,100,54.22,4,13.56,0.94,0.47,6.96
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,4,11,4/11/2017,101,56.25,4,14.06,0.53,0.26,3.77
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,4,12,4/12/2017,102,54.51,4,13.63,1.2,0.6,8.77
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,4,13,4/13/2017,103,52.89,4,13.22,0.23,0.11,1.73
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,4,14,4/14/2017,104,53.46,4,13.37,0.56,0.28,4.19
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,4,15,4/15/2017,105,57.3,4,14.33,0.44,0.22,3.1
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,4,16,4/16/2017,106,59.97,4,14.99,0.78,0.39,5.21
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,4,17,4/17/2017,107,43.45,3,14.48,0.2,0.12,1.4
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,4,18,4/18/2017,108,41.54,3,13.85,0.59,0.34,4.23
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,4,19,4/19/2017,109,54.71,4,13.68,0.47,0.24,3.45
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,4,20,4/20/2017,110,55.18,4,13.8,0.67,0.33,4.83
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,4,21,4/21/2017,111,55.28,4,13.82,0.7,0.35,5.06
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,4,22,4/22/2017,112,57.48,4,14.37,0.28,0.14,1.93
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,4,23,4/23/2017,113,57.5,4,14.38,0.95,0.48,6.64
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,4,24,4/24/2017,114,58.74,4,14.68,0.58,0.29,3.98
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,4,25,4/25/2017,115,61.9,4,15.48,0.66,0.33,4.29
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,4,26,4/26/2017,116,53.56,4,13.39,0.43,0.21,3.18
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,4,27,4/27/2017,117,55.09,4,13.77,0.53,0.26,3.85
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,4,28,4/28/2017,118,56.43,4,14.11,0.16,0.08,1.14
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,4,29,4/29/2017,119,57.19,4,14.3,1.35,0.68,9.47
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,4,30,4/30/2017,120,60.84,4,15.21,0.69,0.35,4.56
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,5,1,5/1/2017,121,60.08,4,15.02,0.36,0.18,2.4
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,5,2,5/2/2017,122,29.13,2,14.57,0.06,0.04,0.44
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,5,3,5/3/2017,123,63.04,4,15.76,0.66,0.33,4.18
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,5,4,5/4/2017,124,64.09,4,16.02,0.59,0.29,3.66
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,5,5,5/5/2017,125,60.94,4,15.24,0.94,0.47,6.18
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,5,6,5/6/2017,126,60.26,4,15.07,0.25,0.13,1.67
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,5,7,5/7/2017,127,58.36,4,14.59,0.64,0.32,4.36
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,5,8,5/8/2017,128,61.61,4,15.4,0.25,0.12,1.61
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,5,9,5/9/2017,129,64,4,16,0.94,0.47,5.85
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,5,10,5/10/2017,130,66.57,4,16.64,0.04,0.02,0.27
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,5,11,5/11/2017,131,70.66,4,17.67,0.33,0.16,1.86
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,5,12,5/12/2017,132,64.18,4,16.05,1.32,0.66,8.26
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,5,13,5/13/2017,133,63.43,4,15.86,0.08,0.04,0.49
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,5,14,5/14/2017,134,63.24,4,15.81,0.06,0.03,0.37
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,5,15,5/15/2017,135,65.99,4,16.5,0.04,0.02,0.27
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,5,16,5/16/2017,136,65.32,4,16.33,0.72,0.36,4.4
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,5,17,5/17/2017,137,49,3,16.33,0.74,0.43,4.55
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,5,18,5/18/2017,138,50.23,3,16.74,0.72,0.41,4.28
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,5,19,5/19/2017,139,67.89,4,16.97,0.74,0.37,4.38
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,5,20,5/20/2017,140,66.28,4,16.57,1.49,0.75,9.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,5,21,5/21/2017,141,62.74,4,15.69,1.96,0.98,12.49
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,5,22,5/22/2017,142,59.21,4,14.8,1.6,0.8,10.83
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,5,23,5/23/2017,143,57,4,14.25,1.52,0.76,10.7
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,5,24,5/24/2017,144,54.5,4,13.63,1.47,0.74,10.81
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,5,25,5/25/2017,145,56.25,4,14.06,0.58,0.29,4.13
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,5,26,5/26/2017,146,60.37,4,15.09,0.08,0.04,0.51
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,5,27,5/27/2017,147,61.9,4,15.48,0.44,0.22,2.87
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,5,28,5/28/2017,148,60.73,4,15.18,0.45,0.22,2.95
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,5,29,5/29/2017,149,61.99,4,15.5,0.14,0.07,0.91
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,5,30,5/30/2017,150,62.19,4,15.55,0.32,0.16,2.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,5,31,5/31/2017,151,65.42,4,16.35,0.47,0.23,2.87
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,6,1,6/1/2017,152,32.19,2,16.1,0.06,0.04,0.4
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,6,2,6/2/2017,153,67.61,4,16.9,0.82,0.41,4.88
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,6,3,6/3/2017,154,64.85,4,16.21,0.52,0.26,3.23
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,6,4,6/4/2017,155,66.67,4,16.67,0.5,0.25,3
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,6,5,6/5/2017,156,66.94,4,16.74,0.31,0.16,1.87
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,6,6,6/6/2017,157,68.38,4,17.1,0.11,0.05,0.64
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,6,7,6/7/2017,158,69.52,4,17.38,0.12,0.06,0.66
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,6,8,6/8/2017,159,70.28,4,17.57,0.33,0.17,1.91
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,6,9,6/9/2017,160,67.24,4,16.81,0.44,0.22,2.61
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,6,10,6/10/2017,161,67.53,4,16.88,0.69,0.35,4.09
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,6,11,6/11/2017,162,68.76,4,17.19,0.44,0.22,2.55
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,6,12,6/12/2017,163,71.04,4,17.76,0.22,0.11,1.24
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,6,13,6/13/2017,164,70.1,4,17.53,0.09,0.04,0.51
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,6,14,6/14/2017,165,70.95,4,17.74,0.41,0.21,2.34
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,6,15,6/15/2017,166,72.67,4,18.17,0.79,0.4,4.37
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,6,16,6/16/2017,167,76.47,4,19.12,1.01,0.51,5.3
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,6,17,6/17/2017,168,36.95,2,18.48,0.06,0.04,0.34
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,6,18,6/18/2017,169,75.61,4,18.9,1.26,0.63,6.68
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,6,19,6/19/2017,170,70.66,4,17.67,1.27,0.63,7.17
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,6,20,6/20/2017,171,65.04,4,16.26,1.35,0.68,8.31
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,6,21,6/21/2017,172,61.6,4,15.4,1.13,0.57,7.35
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,6,22,6/22/2017,173,61.8,4,15.45,0.3,0.15,1.96
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,6,23,6/23/2017,174,68.37,4,17.09,0.08,0.04,0.45
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,6,24,6/24/2017,175,64.56,4,16.14,1.33,0.67,8.26
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,6,25,6/25/2017,176,59.98,4,15,0.25,0.12,1.64
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,6,26,6/26/2017,177,61.13,4,15.28,0.28,0.14,1.82
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,6,27,6/27/2017,178,64.27,4,16.07,0.64,0.32,4.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,6,28,6/28/2017,179,65.04,4,16.26,0.64,0.32,3.91
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,6,29,6/29/2017,180,69.32,4,17.33,0.72,0.36,4.13
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,6,30,6/30/2017,181,73.33,4,18.33,0.67,0.33,3.63
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,7,1,7/1/2017,182,35.32,2,17.66,0,0,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,7,2,7/2/2017,183,71.62,4,17.91,0.17,0.08,0.94
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,7,3,7/3/2017,184,74.66,4,18.67,0.39,0.19,2.07
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,7,4,7/4/2017,185,71.13,4,17.78,1.18,0.59,6.66
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,7,5,7/5/2017,186,65.91,4,16.48,0.72,0.36,4.35
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,7,6,7/6/2017,187,66.85,4,16.71,0.61,0.3,3.62
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,7,7,7/7/2017,188,70.37,4,17.59,0.58,0.29,3.3
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,7,8,7/8/2017,189,74.56,4,18.64,0.09,0.05,0.49
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,7,9,7/9/2017,190,81.88,4,20.47,0.23,0.11,1.11
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,7,10,7/10/2017,191,84.28,4,21.07,0.09,0.05,0.43
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,7,11,7/11/2017,192,78.84,4,19.71,0.23,0.11,1.15
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,7,12,7/12/2017,193,71.52,4,17.88,0.76,0.38,4.24
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,7,13,7/13/2017,194,68.86,4,17.22,0.71,0.36,4.15
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,7,14,7/14/2017,195,65.62,4,16.41,0.05,0.03,0.3
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,7,15,7/15/2017,196,68.76,4,17.19,0.39,0.2,2.27
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,7,16,7/16/2017,197,74.18,4,18.54,0.97,0.48,5.2
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,7,17,7/17/2017,198,38.09,2,19.05,0.06,0.04,0.33
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,7,18,7/18/2017,199,81.4,4,20.35,0.3,0.15,1.49
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,7,19,7/19/2017,200,80.94,4,20.24,1.27,0.63,6.26
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,7,20,7/20/2017,201,83.22,4,20.81,0.83,0.41,3.98
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,7,21,7/21/2017,202,86.74,4,21.69,1.02,0.51,4.72
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,7,22,7/22/2017,203,86.17,4,21.54,0.8,0.4,3.73
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,7,23,7/23/2017,204,82.16,4,20.54,0.36,0.18,1.75
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,7,24,7/24/2017,205,71.04,4,17.76,0.22,0.11,1.24
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,7,25,7/25/2017,206,71.71,4,17.93,0.21,0.11,1.19
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,7,26,7/26/2017,207,72.37,4,18.09,0.5,0.25,2.76
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,7,27,7/27/2017,208,72.75,4,18.19,0.29,0.14,1.57
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,7,28,7/28/2017,209,68.18,4,17.04,0.3,0.15,1.75
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,7,29,7/29/2017,210,77.04,4,19.26,1.13,0.56,5.86
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,7,30,7/30/2017,211,79.03,4,19.76,0.4,0.2,2.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,7,31,7/31/2017,212,35.91,2,17.96,0.13,0.1,0.75
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,8,1,8/1/2017,213,73.23,4,18.31,0.41,0.21,2.26
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,8,2,8/2/2017,214,73.62,4,18.41,0.05,0.03,0.27
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,8,3,8/3/2017,215,74.94,4,18.74,0.25,0.13,1.34
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,8,4,8/4/2017,216,73.23,4,18.31,0.41,0.21,2.26
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,8,5,8/5/2017,217,69.61,4,17.4,0.19,0.1,1.11
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,8,6,8/6/2017,218,76.18,4,19.05,0.05,0.03,0.27
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,8,7,8/7/2017,219,78.56,4,19.64,0.58,0.29,2.95
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,8,8,8/8/2017,220,77.99,4,19.5,0.52,0.26,2.69
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,8,9,8/9/2017,221,76.85,4,19.21,0.2,0.1,1.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,8,10,8/10/2017,222,76.84,4,19.21,0.09,0.05,0.47
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,8,11,8/11/2017,223,76.37,4,19.09,0.08,0.04,0.41
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,8,12,8/12/2017,224,73.9,4,18.48,0.12,0.06,0.67
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,8,13,8/13/2017,225,77.22,4,19.31,0.69,0.34,3.57
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,8,14,8/14/2017,226,77.51,4,19.38,0.72,0.36,3.69
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,8,15,8/15/2017,227,79.7,4,19.92,1.07,0.53,5.36
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,8,16,8/16/2017,228,40.66,2,20.33,0,0,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,8,17,8/17/2017,229,83.51,4,20.88,0.85,0.43,4.08
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,8,18,8/18/2017,230,80.36,4,20.09,1.49,0.74,7.41
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,8,19,8/19/2017,231,77.42,4,19.36,0.91,0.45,4.69
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,8,20,8/20/2017,232,78.56,4,19.64,0.09,0.05,0.46
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,8,21,8/21/2017,233,82.93,4,20.73,0.63,0.32,3.05
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,8,22,8/22/2017,234,77.41,4,19.35,0.47,0.24,2.44
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,8,23,8/23/2017,235,71.23,4,17.81,0.29,0.14,1.6
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,8,24,8/24/2017,236,70.75,4,17.69,0.09,0.05,0.52
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,8,25,8/25/2017,237,72.76,4,18.19,0.06,0.03,0.32
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,8,26,8/26/2017,238,78.18,4,19.55,0.63,0.32,3.23
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,8,27,8/27/2017,239,73.81,4,18.45,0.69,0.35,3.76
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,8,28,8/28/2017,240,70.85,4,17.71,0.99,0.5,5.6
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,8,29,8/29/2017,241,68.56,4,17.14,0.6,0.3,3.5
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,8,30,8/30/2017,242,33.52,2,16.76,0.07,0.05,0.42
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,8,31,8/31/2017,243,70.75,4,17.69,0.47,0.24,2.67
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,9,1,9/1/2017,244,75.13,4,18.78,0.31,0.15,1.63
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,9,2,9/2/2017,245,74.94,4,18.74,0.91,0.46,4.88
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,9,3,9/3/2017,246,82.64,4,20.66,0.28,0.14,1.34
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,9,4,9/4/2017,247,85.62,4,21.41,0.53,0.26,2.46
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,9,5,9/5/2017,248,82.93,4,20.73,0.8,0.4,3.86
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,9,6,9/6/2017,249,78.45,4,19.61,0.96,0.48,4.9
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,9,7,9/7/2017,250,73.91,4,18.48,0.52,0.26,2.83
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,9,8,9/8/2017,251,70.28,4,17.57,0.5,0.25,2.85
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,9,9,9/9/2017,252,72.17,4,18.04,0.45,0.22,2.49
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,9,10,9/10/2017,253,70.47,4,17.62,0.12,0.06,0.68
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,9,11,9/11/2017,254,68.19,4,17.05,0.56,0.28,3.31
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,9,12,9/12/2017,255,68.1,4,17.03,0.53,0.26,3.1
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,9,13,9/13/2017,256,65.61,4,16.4,0.31,0.15,1.86
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,9,14,9/14/2017,257,31.9,2,15.95,0,0,0
