block,Species,tank,pH_treatment,temp_treatment,Date,FileName,Light_Dark,chamber.channel,ID,BLANK,notes,start.time,stop.time,volume,AFDW,wet_weight,TA.start,TA.stop
S7,Rockweed,17,8,16,6/13/2024,RW_T17_91_Dark_20240613_O2,Dark,,91,0,,14:22,14:44,648.5,,2.8175,,
S7,Rockweed,17,8,16,6/13/2024,RW_T17_92_Dark_20240613_O2,Dark,,92,0,,14:22,14:44,647.5,,3.1896,,
S7,Rockweed,17,8,16,6/13/2024,RW_T17_93_Dark_20240613_O2,Dark,,93,0,,14:22,14:44,647,,2.1481,,
S7,Rockweed,17,8,16,6/13/2024,RW_T17_94_Dark_20240613_O2,Dark,,94,0,,14:22,14:44,646.5,,2.7165,,
S7,Rockweed,17,8,16,6/13/2024,RW_T17_95_Dark_20240613_O2,Dark,,95,0,,14:22,14:44,646.5,,3.7815,,
S7,Rockweed,17,8,16,6/13/2024,RW_T17_96_Dark_20240613_O2,Dark,,96,0,,14:22,14:44,647.5,,2.4619,,
S7,Rockweed,17,8,16,6/13/2024,RW_T17_Blank_Dark_20240613_O2,Dark,,Blank,1,,14:22,14:44,650,,0,,
S7,Rockweed,17,8,16,6/13/2024,RW_T17_91_Light_20240613_O2,Light,,91,0,,15:07,15:28,648.5,,2.8175,,
S7,Rockweed,17,8,16,6/13/2024,RW_T17_92_Light_20240613_O2,Light,,92,0,,15:07,15:28,647.5,,3.1896,,
S7,Rockweed,17,8,16,6/13/2024,RW_T17_93_Light_20240613_O2,Light,,93,0,,15:07,15:28,647,,2.1481,,
S7,Rockweed,17,8,16,6/13/2024,RW_T17_94_Light_20240613_O2,Light,,94,0,,15:07,15:28,646.5,,2.7165,,
S7,Rockweed,17,8,16,6/13/2024,RW_T17_95_Light_20240613_O2,Light,,95,0,,15:07,15:28,646.5,,3.7815,,
S7,Rockweed,17,8,16,6/13/2024,RW_T17_96_Light_20240613_O2,Light,,96,0,,15:07,15:28,647.5,,2.4619,,
S7,Rockweed,17,8,16,6/13/2024,RW_T17_Blank_Light_20240613_O2,Light,,Blank,1,,15:07,15:28,650,,0,,
S10,Rockweed,18,7.8,16,6/13/2024,RW_T18_97_Dark_20240613_O2,Dark,,97,0,,15:52,16:14,647,,2.4082,,
S10,Rockweed,18,7.8,16,6/13/2024,RW_T18_98_Dark_20240613_O2,Dark,,98,0,temp probe wrong,15:52,16:14,646,,3.3285,,
S10,Rockweed,18,7.8,16,6/13/2024,RW_T18_99_Dark_20240613_O2,Dark,,99,0,,15:52,16:14,646,,3.7689,,
S10,Rockweed,18,7.8,16,6/13/2024,RW_T18_100_Dark_20240613_O2,Dark,,100,0,,15:52,16:14,647.5,,2.5452,,
S10,Rockweed,18,7.8,16,6/13/2024,RW_T18_101_Dark_20240613_O2,Dark,,101,0,,15:52,16:14,648,,2.6985,,
S10,Rockweed,18,7.8,16,6/13/2024,RW_T18_102_Dark_20240613_O2,Dark,,102,0,,15:52,16:14,648.5,,2.0338,,
S10,Rockweed,18,7.8,16,6/13/2024,RW_T18_Blank_Dark_20240613_O2,Dark,,Blank,1,,15:52,16:14,650,,0,,
S10,Rockweed,18,7.8,16,6/13/2024,RW_T18_97_Light_20240613_O2,Light,,97,0,,16:32,16:54,647,,2.4082,,
S10,Rockweed,18,7.8,16,6/13/2024,RW_T18_98_Light_20240613_O2,Light,,98,0,,16:32,16:54,646,,3.3285,,
S10,Rockweed,18,7.8,16,6/13/2024,RW_T18_99_Light_20240613_O2,Light,,99,0,,16:32,16:54,646,,3.7689,,
S10,Rockweed,18,7.8,16,6/13/2024,RW_T18_100_Light_20240613_O2,Light,,100,0,,16:32,16:54,647.5,,2.5452,,
S10,Rockweed,18,7.8,16,6/13/2024,RW_T18_101_Light_20240613_O2,Light,,101,0,,16:32,16:54,648,,2.6985,,
S10,Rockweed,18,7.8,16,6/13/2024,RW_T18_102_Light_20240613_O2,Light,,102,0,,16:32,16:54,648.5,,2.0338,,
S10,Rockweed,18,7.8,16,6/13/2024,RW_T18_Blank_Light_20240613_O2,Light,,Blank,1,,16:32,16:54,650,,0,,
S12,Rockweed,19,7.6,16,6/13/2024,RW_T19_103_Dark_20240613_O2,Dark,,103,0,,19:05,19:27,646,,3.3171,,
S12,Rockweed,19,7.6,16,6/13/2024,RW_T19_104_Dark_20240613_O2,Dark,,104,0,,19:05,19:27,646.5,,2.7834,,
S12,Rockweed,19,7.6,16,6/13/2024,RW_T19_105_Dark_20240613_O2,Dark,,105,0,,19:05,19:27,647,,3.1265,,
S12,Rockweed,19,7.6,16,6/13/2024,RW_T19_106_Dark_20240613_O2,Dark,,106,0,,19:05,19:27,648,,2.505,,
S12,Rockweed,19,7.6,16,6/13/2024,RW_T19_107_Dark_20240613_O2,Dark,,107,0,,19:05,19:27,647.5,,3.0669,,
S12,Rockweed,19,7.6,16,6/13/2024,RW_T19_108_Dark_20240613_O2,Dark,,108,0,,19:05,19:27,648.5,,2.0152,,
S12,Rockweed,19,7.6,16,6/13/2024,RW_T19_Blank_Dark_20240613_O2,Dark,,Blank,1,,19:05,19:27,650,,0,,
S12,Rockweed,19,7.6,16,6/13/2024,RW_T19_103_Light_20240613_O2,Light,,103,0,,19:41,20:04,646,,3.3171,,
S12,Rockweed,19,7.6,16,6/13/2024,RW_T19_104_Light_20240613_O2,Light,,104,0,,19:41,20:04,646.5,,2.7834,,
S12,Rockweed,19,7.6,16,6/13/2024,RW_T19_105_Light_20240613_O2,Light,,105,0,,19:41,20:04,647,,3.1265,,
S12,Rockweed,19,7.6,16,6/13/2024,RW_T19_106_Light_20240613_O2,Light,,106,0,,19:41,20:04,648,,2.505,,
S12,Rockweed,19,7.6,16,6/13/2024,RW_T19_107_Light_20240613_O2,Light,,107,0,,19:41,20:04,647.5,,3.0669,,
S12,Rockweed,19,7.6,16,6/13/2024,RW_T19_108_Light_20240613_O2,Light,,108,0,,19:41,20:04,648.5,,2.0152,,
S12,Rockweed,19,7.6,16,6/13/2024,RW_T19_Blank_Light_20240613_O2,Light,,Blank,1,,19:41,20:04,650,,0,,
S15,Rockweed,2,7.5,16,6/13/2024,RW_T2_07_Dark_20240613_O2,Dark,,7,0,,20:22,20:43,646.5,,2.6945,,
S15,Rockweed,2,7.5,16,6/13/2024,RW_T2_08_Dark_20240613_O2,Dark,,8,0,,20:22,20:43,647,,2.5081,,
S15,Rockweed,2,7.5,16,6/13/2024,RW_T2_09_Dark_20240613_O2,Dark,,9,0,,20:22,20:43,648,,1.7464,,
S15,Rockweed,2,7.5,16,6/13/2024,RW_T2_10_Dark_20240613_O2,Dark,,10,0,,20:22,20:43,647,,2.6325,,
S15,Rockweed,2,7.5,16,6/13/2024,RW_T2_11_Dark_20240613_O2,Dark,,11,0,,20:22,20:43,648.5,,1.1176,,
S15,Rockweed,2,7.5,16,6/13/2024,RW_T2_12_Dark_20240613_O2,Dark,,12,0,,20:22,20:43,647.5,,2.9592,,
S15,Rockweed,2,7.5,16,6/13/2024,RW_T2_Blank_Dark_20240613_O2,Dark,,Blank,1,,20:22,20:43,650,,0,,
S15,Rockweed,2,7.5,16,6/13/2024,RW_T2_07_Light_20240613_O2,Light,,7,0,,20:58,21:20,646.5,,2.6945,,
S15,Rockweed,2,7.5,16,6/13/2024,RW_T2_08_Light_20240613_O2,Light,,8,0,,20:58,21:20,647,,2.5081,,
S15,Rockweed,2,7.5,16,6/13/2024,RW_T2_09_Light_20240613_O2,Light,,9,0,,20:58,21:20,648,,1.7464,,
S15,Rockweed,2,7.5,16,6/13/2024,RW_T2_10_Light_20240613_O2,Light,,10,0,,20:58,21:20,647,,2.6325,,
S15,Rockweed,2,7.5,16,6/13/2024,RW_T2_11_Light_20240613_O2,Light,,11,0,,20:58,21:20,648.5,,1.1176,,
S15,Rockweed,2,7.5,16,6/13/2024,RW_T2_12_Light_20240613_O2,Light,,12,0,,20:58,21:20,647.5,,2.9592,,
S15,Rockweed,2,7.5,16,6/13/2024,RW_T2_Blank_Light_20240613_O2,Light,,Blank,1,,20:58,21:20,650,,0,,
S38,Tegula,1,7.4,16,6/14/2024,TEG_T1_26_20240615_O2,Dark,,26,0,,9:38,10:59,115,,1.6391,9:12,11:00
S38,Tegula,1,7.4,16,6/14/2024,TEG_T1_41_20240615_O2,Dark,,41,0,,9:38,10:59,115,,2.0196,9:12,11:00
S38,Tegula,1,7.4,16,6/14/2024,TEG_T1_42_20240615_O2,Dark,,42,0,,9:38,10:59,114.5,,1.597,9:12,11:00
S38,Tegula,1,7.4,16,6/14/2024,TEG_T1_Blank_20240615_O2,Dark,,Blank,1,,9:38,10:59,116,,0,9:12,11:00
S38,Tegula,5,7.3,16,6/14/2024,TEG_T5_19_20240615_O2,Dark,,19,0,,9:38,10:59,115,,1.7874,9:14,11:00
S38,Tegula,5,7.3,16,6/14/2024,TEG_T5_21_20240615_O2,Dark,,21,0,,9:38,10:59,115,,1.4185,9:14,11:00
S38,Tegula,5,7.3,16,6/14/2024,TEG_T5_37_20240615_O2,Dark,,37,0,,9:38,10:59,115,,1.5959,9:14,11:00
S38,Tegula,5,7.3,16,6/14/2024,TEG_T5_Blank_20240615_O2,Dark,,Blank,1,,9:38,10:59,116,,0,9:14,11:00
S39,Tegula,6,7.7,16,6/14/2024,TEG_T6_25_20240615_O2,Dark,,25,0,,11:10,12:12,115,,1.8409,10:53,12:15
S39,Tegula,6,7.7,16,6/14/2024,TEG_T6_45_20240615_O2,Dark,,45,0,,11:10,12:12,115,,1.5736,10:53,12:15
S39,Tegula,6,7.7,16,6/14/2024,TEG_T6_Blank_20240615_O2,Dark,,Blank,1,,11:10,12:12,116,,0,10:53,12:15
S39,Tegula,11,7.2,16,6/14/2024,TEG_T11_09_20240615_O2,Dark,,9,0,,11:10,12:12,115,,1.5073,10:55,12:15
S39,Tegula,11,7.2,16,6/14/2024,TEG_T11_22_20240615_O2,Dark,,22,0,,11:10,12:12,115,,1.7721,10:55,12:15
S39,Tegula,11,7.2,16,6/14/2024,TEG_T11_24_20240615_O2,Dark,,24,0,,11:10,12:12,115,,1.9589,10:55,12:15
S39,Tegula,11,7.2,16,6/14/2024,TEG_T11_Blank_20240615_O2,Dark,,Blank,1,,11:10,12:12,116,,0,10:55,12:15
S40,Tegula,13,7.9,16,6/14/2024,TEG_T13_40_20240615_O2,Dark,,40,0,,12:40,13:42,115,,1.8225,12:23,1:45
S40,Tegula,13,7.9,16,6/14/2024,TEG_T13_56_20240615_O2,Dark,,56,0,,12:40,13:42,115.25,,1.5327,12:23,1:45
S40,Tegula,13,7.9,16,6/14/2024,TEG_T13_68_20240615_O2,Dark,,68,0,,12:40,13:42,115,,1.9683,12:23,1:45
S40,Tegula,13,7.9,16,6/14/2024,TEG_T13_Blank_20240615_O2,Dark,,Blank,1,,12:40,13:42,116,,0,12:23,1:45
S40,Tegula,17,8,16,6/14/2024,TEG_T17_15_20240615_O2,Dark,,15,0,,12:40,13:42,115.25,,1.5689,12:25,1:45
S40,Tegula,17,8,16,6/14/2024,TEG_T17_34_20240615_O2,Dark,,34,0,,12:40,13:42,115,,1.7216,12:25,1:45
S40,Tegula,17,8,16,6/14/2024,TEG_T17_44_20240615_O2,Dark,,44,0,,12:40,13:42,115,,2.1325,12:25,1:45
S40,Tegula,17,8,16,6/14/2024,TEG_T17_Blank_20240615_O2,Dark,,Blank,1,,12:40,13:42,116,,0,12:25,1:45
S41,Tegula,18,7.8,16,6/14/2024,TEG_T18_31_20240615_O2,Dark,,31,0,,14:09,15:10,115,,1.6406,13:53,15:11
S41,Tegula,18,7.8,16,6/14/2024,TEG_T18_36_20240615_O2,Dark,,36,0,,14:09,15:10,115,,1.6789,13:53,15:11
S41,Tegula,18,7.8,16,6/14/2024,TEG_T18_38_20240615_O2,Dark,,38,0,,14:09,15:10,115,,1.7484,13:53,15:11
S41,Tegula,18,7.8,16,6/14/2024,TEG_T18_Blank_20240615_O2,Dark,,Blank,1,,14:09,15:10,116,,0,13:53,15:11
S41,Tegula,19,7.6,16,6/14/2024,TEG_T19_57_20240615_O2,Dark,,57,0,,14:09,15:10,115,,1.874,13:55,15:11
S41,Tegula,19,7.6,16,6/14/2024,TEG_T19_67_20240615_O2,Dark,,67,0,,14:09,15:10,114.5,,2.306,13:55,15:11
S41,Tegula,19,7.6,16,6/14/2024,TEG_T19_Blank_20240615_O2,Dark,,Blank,0,,14:09,15:10,116,,0,13:55,15:11
S42,Tegula,2,7.5,16,6/14/2024,TEG_T2_51_20240615_O2,Dark,,51,0,,15:25,16:26,115,,1.5368,15:20,16:28
S42,Tegula,2,7.5,16,6/14/2024,TEG_T2_60_20240615_O2,Dark,,60,0,,15:25,16:26,115,,1.662,15:20,16:28
S42,Tegula,2,7.5,16,6/14/2024,TEG_T2_64_20240615_O2,Dark,,64,0,,15:25,16:26,115,,1.7639,15:20,16:28
S42,Tegula,2,7.5,16,6/14/2024,TEG_T2_Blank_20240615_O2,Dark,,Blank,1,,15:25,16:26,116,,0,15:20,16:28
S43,Tegula,3,7.2,20,6/15/2024,TEG_T3_49_20240614_O2,Dark,,49,0,,9:12,10:13,115,,1.6642,9:00,10:15
S43,Tegula,3,7.2,20,6/15/2024,TEG_T3_52_20240614_O2,Dark,,52,0,,9:12,10:13,115.25,,1.5622,9:00,10:15
S43,Tegula,3,7.2,20,6/15/2024,TEG_T3_59_20240614_O2,Dark,,59,0,,9:12,10:13,115,,1.9869,9:00,10:15
S43,Tegula,3,7.2,20,6/15/2024,TEG_T3_Blank_20240614_O2,Dark,,Blank,1,,9:12,10:13,116,,0,9:00,10:15
S43,Tegula,4,7.6,20,6/15/2024,TEG_T4_02_20240614_O2,Dark,,2,0,,9:12,10:13,115,,2.0481,9:02,10:15
S43,Tegula,4,7.6,20,6/15/2024,TEG_T4_23_20240614_O2,Dark,,23,0,,9:12,10:13,115.25,,1.6157,9:02,10:15
S43,Tegula,4,7.6,20,6/15/2024,TEG_T4_69_20240614_O2,Dark,,69,0,,9:12,10:13,115,,1.6056,9:02,10:15
S43,Tegula,4,7.6,20,6/15/2024,TEG_T4_Blank_20240614_O2,Dark,,Blank,1,,9:12,10:13,116,,0,9:02,10:15
S44,Tegula,7,7.9,20,6/15/2024,TEG_T7_53_20240614_O2,Dark,,53,0,,10:41,11:42,115.25,,1.5918,10:35,11:45
S44,Tegula,7,7.9,20,6/15/2024,TEG_T7_54_20240614_O2,Dark,,54,0,,10:41,11:42,115,,1.9161,10:35,11:45
S44,Tegula,7,7.9,20,6/15/2024,TEG_T7_58_20240614_O2,Dark,,58,0,,10:41,11:42,115,,1.7421,10:35,11:45
S44,Tegula,7,7.9,20,6/15/2024,TEG_T7_Blank_20240614_O2,Dark,,Blank,1,,10:41,11:42,116,,0,10:35,11:45
S44,Tegula,8,7.8,20,6/15/2024,TEG_T8_20_20240614_O2,Dark,,20,0,,10:41,11:42,115.25,,1.4608,10:37,11:45
S44,Tegula,8,7.8,20,6/15/2024,TEG_T8_43_20240614_O2,Dark,,43,0,,10:41,11:42,115,,2.051,10:37,11:45
S44,Tegula,8,7.8,20,6/15/2024,TEG_T8_Blank_20240614_O2,Dark,,Blank,1,,10:41,11:42,116,,0,10:37,11:45
S45,Tegula,9,7.5,20,6/15/2024,TEG_T9_03_20240614_O2,Dark,,3,0,,12:07,13:08,115,,1.7372,11:53,13:10
S45,Tegula,9,7.5,20,6/15/2024,TEG_T9_29_20240614_O2,Dark,,29,0,,12:07,13:08,114.75,,1.9345,11:53,13:10
S45,Tegula,9,7.5,20,6/15/2024,TEG_T9_55_20240614_O2,Dark,,55,0,,12:07,13:08,115,,1.6644,11:53,13:10
S45,Tegula,9,7.5,20,6/15/2024,TEG_T9_Blank_20240614_O2,Dark,,Blank,1,,12:07,13:08,116,,0,11:53,13:10
S45,Tegula,10,7.4,20,6/15/2024,TEG_T10_01_20240614_O2,Dark,,1,0,,14:55,15:57,115,,1.7065,14:44,16:00
S45,Tegula,10,7.4,20,6/15/2024,TEG_T10_48_20240614_O2,Dark,,48,0,,14:55,15:57,115,,1.5795,14:44,16:00
S45,Tegula,10,7.4,20,6/15/2024,TEG_T10_65_20240614_O2,Dark,,65,0,,14:55,15:57,115,,2.0211,14:44,16:00
S45,Tegula,10,7.4,20,6/15/2024,TEG_T10_Blank_20240614_O2,Dark,,Blank,1,,14:55,15:57,116,,0,14:44,16:00
S46,Tegula,12,7.7,20,6/15/2024,TEG_T12_11_20240614_O2,Dark,,11,0,,1:34,2:35,115,,1.7705,1:23,2:38
S46,Tegula,12,7.7,20,6/15/2024,TEG_T12_14_20240614_O2,Dark,,14,0,,1:34,2:35,115,,1.7474,1:23,2:38
S46,Tegula,12,7.7,20,6/15/2024,TEG_T12_28_20240614_O2,Dark,,28,0,,1:34,2:35,115.25,,1.4999,1:23,2:38
S46,Tegula,12,7.7,20,6/15/2024,TEG_T12_Blank_20240614_O2,Dark,,Blank,1,,1:34,2:35,116,,0,1:23,2:38
S46,Tegula,14,8,20,6/15/2024,TEG_T14_17_20240614_O2,Dark,,17,0,,1:34,2:35,115.25,,1.4391,1:25,2:38
S46,Tegula,14,8,20,6/15/2024,TEG_T14_50_20240614_O2,Dark,,50,0,,1:34,2:35,115,,1.7413,1:25,2:38
S46,Tegula,14,8,20,6/15/2024,TEG_T14_63_20240614_O2,Dark,,63,0,,1:34,2:35,115,,2.0212,1:25,2:38
S46,Tegula,14,8,20,6/15/2024,TEG_T14_Blank_20240614_O2,Dark,,Blank,1,,1:34,2:35,116,,0,1:25,2:38
S47,Tegula,15,7.3,20,6/15/2024,TEG_T15_13_20240614_O2,Dark,,13,0,,14:55,15:57,115,,1.8433,14:46,16:00
S47,Tegula,15,7.3,20,6/15/2024,TEG_T15_35_20240614_O2,Dark,,35,0,,14:55,15:57,115,,1.7411,14:46,16:00
S47,Tegula,15,7.3,20,6/15/2024,TEG_T15_66_20240614_O2,Dark,,66,0,,14:55,15:57,115.25,,1.5213,14:46,16:00
S47,Tegula,15,7.3,20,6/15/2024,TEG_T15_Blank_20240614_O2,Dark,,Blank,1,,14:55,15:57,116,,0,14:46,16:00
S48,Tegula,8,7.8,20,6/15/2024,TEG_T8_04_20240615B_O2,Dark,,4,0,,16:10,17:11,115,,1.7949,16:08,17:12
S48,Tegula,8,7.8,20,6/15/2024,TEG_T8_Blank_20240615B_O2,Dark,,Blank,1,,16:10,17:11,116,,0,16:08,17:12
,Rockweed,PI,,20,,,,,,,,12:00,14:00,,,,,
,,,,,,,,,,,,14:33,,,,,,
